uf,data,preco_medio,desvio_padrao
MINAS GERAIS,2013-11-24,2.864,0.131
PARA,2013-11-24,2.988,0.211
PARAIBA,2013-11-24,2.773,0.064
PARANA,2013-11-24,2.879,0.076
PERNAMBUCO,2013-11-24,2.849,0.118
PIAUI,2013-11-24,2.697,0.106
RIO DE JANEIRO,2013-11-24,2.994,0.13
RIO GRANDE DO NORTE,2013-11-24,2.865,0.041
RIO GRANDE DO SUL,2013-11-24,2.855,0.125
RONDONIA,2013-11-24,3.06,0.084
RORAIMA,2013-11-24,3.008,0.08800000000000001
SANTA CATARINA,2013-11-24,2.8480000000000003,0.102
SAO PAULO,2013-11-24,2.727,0.111
SERGIPE,2013-11-24,2.852,0.094
TOCANTINS,2013-11-24,3.034,0.066
ACRE,2013-12-01,3.377,0.14
ALAGOAS,2013-12-01,2.9560000000000004,0.083
AMAPA,2013-12-01,2.853,0.211
AMAZONAS,2013-12-01,3.076,0.187
BAHIA,2013-12-01,3.027,0.124
CEARA,2013-12-01,2.919,0.127
DISTRITO FEDERAL,2013-12-01,3.07,0.006999999999999999
ESPIRITO SANTO,2013-12-01,2.962,0.099
GOIAS,2013-12-01,3.0460000000000003,0.068
MARANHAO,2013-12-01,2.813,0.203
MATO GROSSO,2013-12-01,3.025,0.132
MATO GROSSO DO SUL,2013-12-01,3.1460000000000004,0.104
MINAS GERAIS,2013-12-01,2.94,0.13
PARA,2013-12-01,3.0380000000000003,0.219
PARAIBA,2013-12-01,2.837,0.079
PARANA,2013-12-01,2.9610000000000003,0.085
PERNAMBUCO,2013-12-01,2.909,0.127
PIAUI,2013-12-01,2.7880000000000003,0.091
RIO DE JANEIRO,2013-12-01,3.036,0.14400000000000002
RIO GRANDE DO NORTE,2013-12-01,2.958,0.036000000000000004
RIO GRANDE DO SUL,2013-12-01,2.966,0.12
RONDONIA,2013-12-01,3.128,0.095
RORAIMA,2013-12-01,3.065,0.078
SANTA CATARINA,2013-12-01,2.951,0.096
SAO PAULO,2013-12-01,2.814,0.111
SERGIPE,2013-12-01,2.861,0.099
TOCANTINS,2013-12-01,3.096,0.094
ACRE,2013-12-08,3.377,0.14
ALAGOAS,2013-12-08,2.967,0.08
AMAPA,2013-12-08,2.853,0.211
AMAZONAS,2013-12-08,3.09,0.18
BAHIA,2013-12-08,3.032,0.123
CEARA,2013-12-08,2.9530000000000003,0.114
DISTRITO FEDERAL,2013-12-08,3.071,0.009000000000000001
ESPIRITO SANTO,2013-12-08,2.962,0.1
GOIAS,2013-12-08,3.042,0.07200000000000001
MARANHAO,2013-12-08,2.821,0.195
MATO GROSSO,2013-12-08,3.0810000000000004,0.108
MATO GROSSO DO SUL,2013-12-08,3.152,0.096
MINAS GERAIS,2013-12-08,2.955,0.123
PARA,2013-12-08,3.052,0.212
PARAIBA,2013-12-08,2.843,0.077
PARANA,2013-12-08,2.978,0.079
PERNAMBUCO,2013-12-08,2.922,0.124
PIAUI,2013-12-08,2.782,0.08900000000000001
RIO DE JANEIRO,2013-12-08,3.0660000000000003,0.14
RIO GRANDE DO NORTE,2013-12-08,2.959,0.041
RIO GRANDE DO SUL,2013-12-08,2.978,0.116
RONDONIA,2013-12-08,3.139,0.094
RORAIMA,2013-12-08,3.082,0.077
SANTA CATARINA,2013-12-08,2.959,0.083
SAO PAULO,2013-12-08,2.829,0.111
SERGIPE,2013-12-08,2.889,0.098
TOCANTINS,2013-12-08,3.094,0.086
ACRE,2013-12-15,3.3760000000000003,0.14
ALAGOAS,2013-12-15,2.963,0.078
AMAPA,2013-12-15,2.873,0.21600000000000005
AMAZONAS,2013-12-15,3.08,0.18
BAHIA,2013-12-15,3.037,0.124
CEARA,2013-12-15,2.929,0.099
DISTRITO FEDERAL,2013-12-15,3.071,0.008
ESPIRITO SANTO,2013-12-15,2.964,0.101
GOIAS,2013-12-15,3.049,0.068
MARANHAO,2013-12-15,2.8310000000000004,0.197
MATO GROSSO,2013-12-15,3.074,0.116
MATO GROSSO DO SUL,2013-12-15,3.129,0.102
MINAS GERAIS,2013-12-15,2.96,0.12
PARA,2013-12-15,3.067,0.22
PARAIBA,2013-12-15,2.854,0.068
PARANA,2013-12-15,2.983,0.079
PERNAMBUCO,2013-12-15,2.94,0.121
PIAUI,2013-12-15,2.783,0.095
RIO DE JANEIRO,2013-12-15,3.075,0.135
RIO GRANDE DO NORTE,2013-12-15,2.964,0.038
RIO GRANDE DO SUL,2013-12-15,2.972,0.119
RONDONIA,2013-12-15,3.154,0.08900000000000001
RORAIMA,2013-12-15,3.073,0.079
SANTA CATARINA,2013-12-15,2.967,0.08199999999999999
SAO PAULO,2013-12-15,2.824,0.105
SERGIPE,2013-12-15,2.895,0.095
TOCANTINS,2013-12-15,3.103,0.079
ACRE,2013-12-22,3.377,0.139
ALAGOAS,2013-12-22,2.967,0.075
AMAPA,2013-12-22,2.873,0.21600000000000005
AMAZONAS,2013-12-22,3.0860000000000003,0.175
BAHIA,2013-12-22,3.02,0.13699999999999998
CEARA,2013-12-22,2.9210000000000003,0.101
DISTRITO FEDERAL,2013-12-22,3.072,0.009000000000000001
ESPIRITO SANTO,2013-12-22,2.965,0.101
GOIAS,2013-12-22,3.047,0.068
MARANHAO,2013-12-22,2.83,0.197
MATO GROSSO,2013-12-22,3.0660000000000003,0.121
MATO GROSSO DO SUL,2013-12-22,3.115,0.11
MINAS GERAIS,2013-12-22,2.97,0.117
PARA,2013-12-22,3.0660000000000003,0.22
PARAIBA,2013-12-22,2.854,0.067
PARANA,2013-12-22,2.989,0.076
PERNAMBUCO,2013-12-22,2.931,0.125
PIAUI,2013-12-22,2.783,0.095
RIO DE JANEIRO,2013-12-22,3.072,0.13699999999999998
RIO GRANDE DO NORTE,2013-12-22,2.97,0.032
RIO GRANDE DO SUL,2013-12-22,2.971,0.12
RONDONIA,2013-12-22,3.157,0.08800000000000001
RORAIMA,2013-12-22,3.103,0.066
SANTA CATARINA,2013-12-22,2.97,0.08199999999999999
SAO PAULO,2013-12-22,2.835,0.103
SERGIPE,2013-12-22,2.895,0.095
TOCANTINS,2013-12-22,3.104,0.078
ACRE,2013-12-29,3.382,0.14
ALAGOAS,2013-12-29,2.971,0.084
AMAPA,2013-12-29,2.869,0.217
AMAZONAS,2013-12-29,3.085,0.18
BAHIA,2013-12-29,3.023,0.133
CEARA,2013-12-29,2.923,0.099
DISTRITO FEDERAL,2013-12-29,3.072,0.009000000000000001
ESPIRITO SANTO,2013-12-29,2.969,0.102
GOIAS,2013-12-29,3.085,0.08199999999999999
MARANHAO,2013-12-29,2.833,0.196
MATO GROSSO,2013-12-29,3.07,0.115
MATO GROSSO DO SUL,2013-12-29,3.125,0.103
MINAS GERAIS,2013-12-29,2.967,0.114
PARA,2013-12-29,3.069,0.22
PARAIBA,2013-12-29,2.852,0.071
PARANA,2013-12-29,2.994,0.07200000000000001
PERNAMBUCO,2013-12-29,2.927,0.126
PIAUI,2013-12-29,2.785,0.099
RIO DE JANEIRO,2013-12-29,3.0780000000000003,0.136
RIO GRANDE DO NORTE,2013-12-29,2.974,0.027000000000000003
RIO GRANDE DO SUL,2013-12-29,2.9610000000000003,0.128
RONDONIA,2013-12-29,3.168,0.08900000000000001
RORAIMA,2013-12-29,3.105,0.08
SANTA CATARINA,2013-12-29,2.99,0.086
SAO PAULO,2013-12-29,2.837,0.107
SERGIPE,2013-12-29,2.9,0.1
TOCANTINS,2013-12-29,3.108,0.079
ACRE,2014-01-05,3.3710000000000004,0.145
ALAGOAS,2014-01-05,2.979,0.08900000000000001
AMAPA,2014-01-05,2.869,0.217
AMAZONAS,2014-01-05,3.094,0.175
BAHIA,2014-01-05,3.035,0.129
CEARA,2014-01-05,2.93,0.102
DISTRITO FEDERAL,2014-01-05,3.072,0.009000000000000001
ESPIRITO SANTO,2014-01-05,2.968,0.105
GOIAS,2014-01-05,3.089,0.08199999999999999
MARANHAO,2014-01-05,2.833,0.194
MATO GROSSO,2014-01-05,3.094,0.12
MATO GROSSO DO SUL,2014-01-05,3.1260000000000003,0.104
MINAS GERAIS,2014-01-05,2.972,0.114
PARA,2014-01-05,3.07,0.22
PARAIBA,2014-01-05,2.847,0.07200000000000001
PARANA,2014-01-05,2.997,0.073
PERNAMBUCO,2014-01-05,2.926,0.129
PIAUI,2014-01-05,2.789,0.101
RIO DE JANEIRO,2014-01-05,3.079,0.136
RIO GRANDE DO NORTE,2014-01-05,2.965,0.033
RIO GRANDE DO SUL,2014-01-05,2.966,0.123
RONDONIA,2014-01-05,3.168,0.09
RORAIMA,2014-01-05,3.104,0.08
SANTA CATARINA,2014-01-05,2.9810000000000003,0.093
SAO PAULO,2014-01-05,2.843,0.106
SERGIPE,2014-01-05,2.904,0.102
TOCANTINS,2014-01-05,3.119,0.077
ACRE,2014-01-12,3.383,0.151
ALAGOAS,2014-01-12,3.025,0.086
AMAPA,2014-01-12,2.862,0.223
AMAZONAS,2014-01-12,3.096,0.181
BAHIA,2014-01-12,3.02,0.139
CEARA,2014-01-12,2.9330000000000003,0.119
DISTRITO FEDERAL,2014-01-12,3.071,0.009000000000000001
ESPIRITO SANTO,2014-01-12,2.972,0.102
GOIAS,2014-01-12,3.099,0.083
MARANHAO,2014-01-12,2.837,0.194
MATO GROSSO,2014-01-12,3.095,0.122
MATO GROSSO DO SUL,2014-01-12,3.116,0.111
MINAS GERAIS,2014-01-12,2.972,0.114
PARA,2014-01-12,3.067,0.218
PARAIBA,2014-01-12,2.846,0.07400000000000001
PARANA,2014-01-12,2.998,0.07400000000000001
PERNAMBUCO,2014-01-12,2.9160000000000004,0.132
PIAUI,2014-01-12,2.785,0.098
RIO DE JANEIRO,2014-01-12,3.089,0.135
RIO GRANDE DO NORTE,2014-01-12,2.974,0.038
RIO GRANDE DO SUL,2014-01-12,2.967,0.12
RONDONIA,2014-01-12,3.147,0.096
RORAIMA,2014-01-12,3.1,0.067
SANTA CATARINA,2014-01-12,3.002,0.08199999999999999
SAO PAULO,2014-01-12,2.823,0.105
SERGIPE,2014-01-12,2.904,0.104
TOCANTINS,2014-01-12,3.115,0.093
ACRE,2014-01-19,3.377,0.155
ALAGOAS,2014-01-19,3.037,0.081
AMAPA,2014-01-19,2.862,0.223
AMAZONAS,2014-01-19,3.08,0.19
BAHIA,2014-01-19,3.048,0.119
CEARA,2014-01-19,2.932,0.118
DISTRITO FEDERAL,2014-01-19,3.072,0.009000000000000001
ESPIRITO SANTO,2014-01-19,2.972,0.104
GOIAS,2014-01-19,3.095,0.084
MARANHAO,2014-01-19,2.841,0.196
MATO GROSSO,2014-01-19,3.0980000000000003,0.12
MATO GROSSO DO SUL,2014-01-19,3.12,0.111
MINAS GERAIS,2014-01-19,2.983,0.116
PARA,2014-01-19,3.07,0.218
PARAIBA,2014-01-19,2.847,0.076
PARANA,2014-01-19,2.989,0.073
PERNAMBUCO,2014-01-19,2.915,0.131
PIAUI,2014-01-19,2.783,0.102
RIO DE JANEIRO,2014-01-19,3.082,0.133
RIO GRANDE DO NORTE,2014-01-19,2.97,0.045
RIO GRANDE DO SUL,2014-01-19,2.967,0.12
RONDONIA,2014-01-19,3.131,0.102
RORAIMA,2014-01-19,3.1060000000000003,0.066
SANTA CATARINA,2014-01-19,2.98,0.084
SAO PAULO,2014-01-19,2.845,0.107
SERGIPE,2014-01-19,2.9,0.101
TOCANTINS,2014-01-19,3.1180000000000003,0.085
ACRE,2014-01-26,3.384,0.16699999999999998
ALAGOAS,2014-01-26,3.036,0.07200000000000001
AMAPA,2014-01-26,2.904,0.207
AMAZONAS,2014-01-26,3.094,0.18
BAHIA,2014-01-26,3.0460000000000003,0.11
CEARA,2014-01-26,2.934,0.119
DISTRITO FEDERAL,2014-01-26,3.071,0.013
ESPIRITO SANTO,2014-01-26,2.969,0.107
GOIAS,2014-01-26,3.094,0.067
MARANHAO,2014-01-26,2.838,0.195
MATO GROSSO,2014-01-26,3.102,0.121
MATO GROSSO DO SUL,2014-01-26,3.124,0.115
MINAS GERAIS,2014-01-26,2.983,0.115
PARA,2014-01-26,3.068,0.21
PARAIBA,2014-01-26,2.842,0.077
PARANA,2014-01-26,2.991,0.073
PERNAMBUCO,2014-01-26,2.924,0.13
PIAUI,2014-01-26,2.783,0.104
RIO DE JANEIRO,2014-01-26,3.083,0.13699999999999998
RIO GRANDE DO NORTE,2014-01-26,2.9760000000000004,0.052000000000000005
RIO GRANDE DO SUL,2014-01-26,2.967,0.122
RONDONIA,2014-01-26,3.123,0.102
RORAIMA,2014-01-26,3.1010000000000004,0.064
SANTA CATARINA,2014-01-26,2.991,0.095
SAO PAULO,2014-01-26,2.829,0.106
SERGIPE,2014-01-26,2.898,0.093
TOCANTINS,2014-01-26,3.124,0.071
ACRE,2014-02-02,3.375,0.155
ALAGOAS,2014-02-02,3.032,0.07400000000000001
AMAPA,2014-02-02,2.904,0.207
AMAZONAS,2014-02-02,3.089,0.182
BAHIA,2014-02-02,3.05,0.108
CEARA,2014-02-02,2.9360000000000004,0.116
DISTRITO FEDERAL,2014-02-02,3.071,0.009000000000000001
ESPIRITO SANTO,2014-02-02,2.971,0.107
GOIAS,2014-02-02,3.096,0.07
MARANHAO,2014-02-02,2.843,0.191
MATO GROSSO,2014-02-02,3.097,0.125
MATO GROSSO DO SUL,2014-02-02,3.113,0.115
MINAS GERAIS,2014-02-02,2.9810000000000003,0.114
PARA,2014-02-02,3.071,0.21
PARAIBA,2014-02-02,2.843,0.079
PARANA,2014-02-02,2.994,0.07200000000000001
PERNAMBUCO,2014-02-02,2.922,0.13
PIAUI,2014-02-02,2.781,0.105
RIO DE JANEIRO,2014-02-02,3.0780000000000003,0.139
RIO GRANDE DO NORTE,2014-02-02,2.9730000000000003,0.038
RIO GRANDE DO SUL,2014-02-02,2.958,0.127
RONDONIA,2014-02-02,3.112,0.107
RORAIMA,2014-02-02,3.107,0.064
SANTA CATARINA,2014-02-02,2.957,0.105
SAO PAULO,2014-02-02,2.8360000000000003,0.105
SERGIPE,2014-02-02,2.904,0.093
TOCANTINS,2014-02-02,3.124,0.073
ACRE,2014-02-09,3.381,0.149
ALAGOAS,2014-02-09,3.037,0.07200000000000001
AMAPA,2014-02-09,2.92,0.197
AMAZONAS,2014-02-09,3.088,0.191
BAHIA,2014-02-09,3.051,0.102
CEARA,2014-02-09,2.934,0.118
DISTRITO FEDERAL,2014-02-09,3.062,0.017
ESPIRITO SANTO,2014-02-09,2.977,0.106
GOIAS,2014-02-09,3.077,0.06
MARANHAO,2014-02-09,2.8510000000000004,0.189
MATO GROSSO,2014-02-09,3.096,0.126
MATO GROSSO DO SUL,2014-02-09,3.114,0.112
MINAS GERAIS,2014-02-09,2.96,0.122
PARA,2014-02-09,3.093,0.212
PARAIBA,2014-02-09,2.835,0.08199999999999999
PARANA,2014-02-09,2.989,0.073
PERNAMBUCO,2014-02-09,2.911,0.135
PIAUI,2014-02-09,2.784,0.105
RIO DE JANEIRO,2014-02-09,3.074,0.136
RIO GRANDE DO NORTE,2014-02-09,2.982,0.031
RIO GRANDE DO SUL,2014-02-09,2.965,0.125
RONDONIA,2014-02-09,3.1180000000000003,0.106
RORAIMA,2014-02-09,3.099,0.062
SANTA CATARINA,2014-02-09,2.979,0.098
SAO PAULO,2014-02-09,2.834,0.111
SERGIPE,2014-02-09,2.903,0.095
TOCANTINS,2014-02-09,3.13,0.062
ACRE,2014-02-16,3.378,0.151
ALAGOAS,2014-02-16,3.022,0.07200000000000001
AMAPA,2014-02-16,2.943,0.18600000000000005
AMAZONAS,2014-02-16,3.099,0.183
BAHIA,2014-02-16,3.05,0.104
CEARA,2014-02-16,2.922,0.122
DISTRITO FEDERAL,2014-02-16,3.071,0.008
ESPIRITO SANTO,2014-02-16,2.975,0.106
GOIAS,2014-02-16,3.085,0.07200000000000001
MARANHAO,2014-02-16,2.85,0.185
MATO GROSSO,2014-02-16,3.0980000000000003,0.124
MATO GROSSO DO SUL,2014-02-16,3.12,0.113
MINAS GERAIS,2014-02-16,2.958,0.126
PARA,2014-02-16,3.099,0.21
PARAIBA,2014-02-16,2.832,0.08199999999999999
PARANA,2014-02-16,2.992,0.075
PERNAMBUCO,2014-02-16,2.915,0.13699999999999998
PIAUI,2014-02-16,2.784,0.102
RIO DE JANEIRO,2014-02-16,3.094,0.139
RIO GRANDE DO NORTE,2014-02-16,2.977,0.042
RIO GRANDE DO SUL,2014-02-16,2.96,0.129
RONDONIA,2014-02-16,3.11,0.111
RORAIMA,2014-02-16,3.102,0.061
SANTA CATARINA,2014-02-16,2.962,0.103
SAO PAULO,2014-02-16,2.838,0.109
SERGIPE,2014-02-16,2.907,0.091
TOCANTINS,2014-02-16,3.133,0.065
ACRE,2014-02-23,3.38,0.156
ALAGOAS,2014-02-23,3.002,0.085
AMAPA,2014-02-23,2.964,0.17600000000000002
AMAZONAS,2014-02-23,3.085,0.191
BAHIA,2014-02-23,3.049,0.109
CEARA,2014-02-23,2.925,0.124
DISTRITO FEDERAL,2014-02-23,3.071,0.01
ESPIRITO SANTO,2014-02-23,3.031,0.101
GOIAS,2014-02-23,3.094,0.065
MARANHAO,2014-02-23,2.853,0.18
MATO GROSSO,2014-02-23,3.1,0.125
MATO GROSSO DO SUL,2014-02-23,3.111,0.117
MINAS GERAIS,2014-02-23,2.9560000000000004,0.132
PARA,2014-02-23,3.0980000000000003,0.213
PARAIBA,2014-02-23,2.832,0.08199999999999999
PARANA,2014-02-23,2.995,0.076
PERNAMBUCO,2014-02-23,2.898,0.141
PIAUI,2014-02-23,2.787,0.102
RIO DE JANEIRO,2014-02-23,3.094,0.139
RIO GRANDE DO NORTE,2014-02-23,2.983,0.045
RIO GRANDE DO SUL,2014-02-23,2.965,0.125
RONDONIA,2014-02-23,3.1860000000000004,0.107
RORAIMA,2014-02-23,3.099,0.076
SANTA CATARINA,2014-02-23,2.975,0.105
SAO PAULO,2014-02-23,2.841,0.105
SERGIPE,2014-02-23,2.898,0.1
TOCANTINS,2014-02-23,3.134,0.067
ACRE,2014-03-02,3.381,0.156
ALAGOAS,2014-03-02,2.995,0.08800000000000001
AMAPA,2014-03-02,2.964,0.17600000000000002
AMAZONAS,2014-03-02,3.095,0.185
BAHIA,2014-03-02,3.049,0.107
CEARA,2014-03-02,2.931,0.12
DISTRITO FEDERAL,2014-03-02,3.072,0.009000000000000001
ESPIRITO SANTO,2014-03-02,3.019,0.093
GOIAS,2014-03-02,3.103,0.066
MARANHAO,2014-03-02,2.8560000000000003,0.181
MATO GROSSO,2014-03-02,3.1210000000000004,0.116
MATO GROSSO DO SUL,2014-03-02,3.117,0.115
MINAS GERAIS,2014-03-02,2.977,0.116
PARA,2014-03-02,3.095,0.215
PARAIBA,2014-03-02,2.834,0.083
PARANA,2014-03-02,2.994,0.075
PERNAMBUCO,2014-03-02,2.902,0.138
PIAUI,2014-03-02,2.786,0.104
RIO DE JANEIRO,2014-03-02,3.096,0.142
RIO GRANDE DO NORTE,2014-03-02,2.972,0.043
RIO GRANDE DO SUL,2014-03-02,2.963,0.127
RONDONIA,2014-03-02,3.188,0.107
RORAIMA,2014-03-02,3.0980000000000003,0.076
SANTA CATARINA,2014-03-02,2.978,0.098
SAO PAULO,2014-03-02,2.878,0.108
SERGIPE,2014-03-02,2.897,0.099
TOCANTINS,2014-03-02,3.133,0.07
ACRE,2014-03-09,3.378,0.163
ALAGOAS,2014-03-09,2.971,0.098
AMAPA,2014-03-09,2.975,0.18600000000000005
AMAZONAS,2014-03-09,3.094,0.18600000000000005
BAHIA,2014-03-09,3.051,0.105
CEARA,2014-03-09,2.926,0.124
DISTRITO FEDERAL,2014-03-09,3.072,0.009000000000000001
ESPIRITO SANTO,2014-03-09,2.999,0.095
GOIAS,2014-03-09,3.108,0.076
MARANHAO,2014-03-09,2.972,0.123
MATO GROSSO,2014-03-09,3.173,0.086
MATO GROSSO DO SUL,2014-03-09,3.116,0.117
MINAS GERAIS,2014-03-09,2.985,0.114
PARA,2014-03-09,3.092,0.21600000000000005
PARAIBA,2014-03-09,2.837,0.084
PARANA,2014-03-09,2.992,0.077
PERNAMBUCO,2014-03-09,2.906,0.14
PIAUI,2014-03-09,2.794,0.105
RIO DE JANEIRO,2014-03-09,3.1180000000000003,0.135
RIO GRANDE DO NORTE,2014-03-09,2.983,0.037000000000000005
RIO GRANDE DO SUL,2014-03-09,2.967,0.126
RONDONIA,2014-03-09,3.199,0.101
RORAIMA,2014-03-09,3.1060000000000003,0.087
SANTA CATARINA,2014-03-09,3.002,0.08900000000000001
SAO PAULO,2014-03-09,2.878,0.103
SERGIPE,2014-03-09,2.905,0.102
TOCANTINS,2014-03-09,3.125,0.069
ACRE,2014-03-16,3.389,0.156
ALAGOAS,2014-03-16,2.978,0.091
AMAPA,2014-03-16,2.982,0.168
AMAZONAS,2014-03-16,3.087,0.19
BAHIA,2014-03-16,3.048,0.107
CEARA,2014-03-16,2.918,0.13
DISTRITO FEDERAL,2014-03-16,3.075,0.011
ESPIRITO SANTO,2014-03-16,2.998,0.095
GOIAS,2014-03-16,3.111,0.08
MARANHAO,2014-03-16,2.974,0.122
MATO GROSSO,2014-03-16,3.161,0.099
MATO GROSSO DO SUL,2014-03-16,3.119,0.12
MINAS GERAIS,2014-03-16,2.994,0.11
PARA,2014-03-16,3.088,0.218
PARAIBA,2014-03-16,2.84,0.08199999999999999
PARANA,2014-03-16,2.992,0.076
PERNAMBUCO,2014-03-16,2.918,0.133
PIAUI,2014-03-16,2.789,0.107
RIO DE JANEIRO,2014-03-16,3.1210000000000004,0.13
RIO GRANDE DO NORTE,2014-03-16,2.992,0.041
RIO GRANDE DO SUL,2014-03-16,2.968,0.126
RONDONIA,2014-03-16,3.221,0.097
RORAIMA,2014-03-16,3.109,0.071
SANTA CATARINA,2014-03-16,2.992,0.086
SAO PAULO,2014-03-16,2.891,0.099
SERGIPE,2014-03-16,2.905,0.103
TOCANTINS,2014-03-16,3.124,0.068
ACRE,2014-03-23,3.385,0.163
ALAGOAS,2014-03-23,2.969,0.109
AMAPA,2014-03-23,2.967,0.17800000000000002
AMAZONAS,2014-03-23,3.099,0.181
BAHIA,2014-03-23,3.047,0.112
CEARA,2014-03-23,2.92,0.127
DISTRITO FEDERAL,2014-03-23,3.128,0.009000000000000001
ESPIRITO SANTO,2014-03-23,3.016,0.095
GOIAS,2014-03-23,3.124,0.08
MARANHAO,2014-03-23,2.983,0.114
MATO GROSSO,2014-03-23,3.158,0.099
MATO GROSSO DO SUL,2014-03-23,3.122,0.131
MINAS GERAIS,2014-03-23,2.99,0.111
PARA,2014-03-23,3.097,0.219
PARAIBA,2014-03-23,2.837,0.083
PARANA,2014-03-23,2.987,0.078
PERNAMBUCO,2014-03-23,2.923,0.131
PIAUI,2014-03-23,2.7960000000000003,0.106
RIO DE JANEIRO,2014-03-23,3.127,0.14400000000000002
RIO GRANDE DO NORTE,2014-03-23,3.002,0.043
RIO GRANDE DO SUL,2014-03-23,2.97,0.127
RONDONIA,2014-03-23,3.217,0.096
RORAIMA,2014-03-23,3.108,0.063
SANTA CATARINA,2014-03-23,3.002,0.087
SAO PAULO,2014-03-23,2.892,0.104
SERGIPE,2014-03-23,2.911,0.099
TOCANTINS,2014-03-23,3.119,0.067
ACRE,2014-03-30,3.381,0.16699999999999998
ALAGOAS,2014-03-30,2.9560000000000004,0.113
AMAPA,2014-03-30,2.967,0.17800000000000002
AMAZONAS,2014-03-30,3.085,0.187
BAHIA,2014-03-30,3.0460000000000003,0.113
CEARA,2014-03-30,2.928,0.12
DISTRITO FEDERAL,2014-03-30,3.132,0.011
ESPIRITO SANTO,2014-03-30,3.007,0.094
GOIAS,2014-03-30,3.127,0.08
MARANHAO,2014-03-30,2.987,0.114
MATO GROSSO,2014-03-30,3.158,0.103
MATO GROSSO DO SUL,2014-03-30,3.129,0.128
MINAS GERAIS,2014-03-30,2.992,0.111
PARA,2014-03-30,3.097,0.219
PARAIBA,2014-03-30,2.837,0.083
PARANA,2014-03-30,2.989,0.08
PERNAMBUCO,2014-03-30,2.955,0.117
PIAUI,2014-03-30,2.798,0.104
RIO DE JANEIRO,2014-03-30,3.129,0.139
RIO GRANDE DO NORTE,2014-03-30,3.007,0.042
RIO GRANDE DO SUL,2014-03-30,2.9730000000000003,0.126
RONDONIA,2014-03-30,3.217,0.103
RORAIMA,2014-03-30,3.077,0.07200000000000001
SANTA CATARINA,2014-03-30,2.989,0.091
SAO PAULO,2014-03-30,2.898,0.105
SERGIPE,2014-03-30,2.91,0.099
TOCANTINS,2014-03-30,3.12,0.069
ACRE,2014-04-06,3.405,0.16
ALAGOAS,2014-04-06,2.971,0.101
AMAPA,2014-04-06,2.963,0.17800000000000002
AMAZONAS,2014-04-06,3.104,0.196
BAHIA,2014-04-06,3.045,0.112
CEARA,2014-04-06,2.915,0.131
DISTRITO FEDERAL,2014-04-06,3.132,0.012
ESPIRITO SANTO,2014-04-06,3.0010000000000003,0.1
GOIAS,2014-04-06,3.124,0.08199999999999999
MARANHAO,2014-04-06,2.994,0.105
MATO GROSSO,2014-04-06,3.16,0.1
MATO GROSSO DO SUL,2014-04-06,3.119,0.127
MINAS GERAIS,2014-04-06,2.991,0.113
PARA,2014-04-06,3.0980000000000003,0.219
PARAIBA,2014-04-06,2.843,0.087
PARANA,2014-04-06,2.989,0.078
PERNAMBUCO,2014-04-06,2.9610000000000003,0.11
PIAUI,2014-04-06,2.8,0.103
RIO DE JANEIRO,2014-04-06,3.128,0.14
RIO GRANDE DO NORTE,2014-04-06,3.017,0.037000000000000005
RIO GRANDE DO SUL,2014-04-06,2.971,0.126
RONDONIA,2014-04-06,3.215,0.103
RORAIMA,2014-04-06,3.082,0.07200000000000001
SANTA CATARINA,2014-04-06,3.004,0.087
SAO PAULO,2014-04-06,2.891,0.106
SERGIPE,2014-04-06,2.912,0.098
TOCANTINS,2014-04-06,3.127,0.073
ACRE,2014-04-13,3.39,0.162
ALAGOAS,2014-04-13,2.985,0.08800000000000001
AMAPA,2014-04-13,2.963,0.17800000000000002
AMAZONAS,2014-04-13,3.107,0.195
BAHIA,2014-04-13,3.044,0.115
CEARA,2014-04-13,2.911,0.134
DISTRITO FEDERAL,2014-04-13,3.132,0.011
ESPIRITO SANTO,2014-04-13,3.004,0.096
GOIAS,2014-04-13,3.1260000000000003,0.081
MARANHAO,2014-04-13,3.008,0.093
MATO GROSSO,2014-04-13,3.165,0.095
MATO GROSSO DO SUL,2014-04-13,3.113,0.135
MINAS GERAIS,2014-04-13,2.987,0.115
PARA,2014-04-13,3.099,0.218
PARAIBA,2014-04-13,2.841,0.08800000000000001
PARANA,2014-04-13,2.986,0.077
PERNAMBUCO,2014-04-13,2.9610000000000003,0.11
PIAUI,2014-04-13,2.8080000000000003,0.095
RIO DE JANEIRO,2014-04-13,3.141,0.136
RIO GRANDE DO NORTE,2014-04-13,3.019,0.043
RIO GRANDE DO SUL,2014-04-13,2.972,0.127
RONDONIA,2014-04-13,3.215,0.103
RORAIMA,2014-04-13,3.072,0.07400000000000001
SANTA CATARINA,2014-04-13,2.987,0.091
SAO PAULO,2014-04-13,2.88,0.104
SERGIPE,2014-04-13,2.919,0.097
TOCANTINS,2014-04-13,3.124,0.075
ACRE,2014-04-20,3.401,0.189
ALAGOAS,2014-04-20,2.962,0.097
AMAPA,2014-04-20,2.964,0.17800000000000002
AMAZONAS,2014-04-20,3.094,0.199
BAHIA,2014-04-20,3.0380000000000003,0.114
CEARA,2014-04-20,2.924,0.132
DISTRITO FEDERAL,2014-04-20,3.132,0.014
ESPIRITO SANTO,2014-04-20,3.014,0.096
GOIAS,2014-04-20,3.124,0.08199999999999999
MARANHAO,2014-04-20,3.013,0.094
MATO GROSSO,2014-04-20,3.157,0.103
MATO GROSSO DO SUL,2014-04-20,3.105,0.142
