uf,data,preco_medio,desvio_padrao
MARANHAO,2013-06-30,2.82,0.154
MATO GROSSO,2013-06-30,3.017,0.125
MATO GROSSO DO SUL,2013-06-30,2.997,0.113
MINAS GERAIS,2013-06-30,2.887,0.133
PARA,2013-06-30,2.994,0.201
PARAIBA,2013-06-30,2.789,0.065
PARANA,2013-06-30,2.73,0.17800000000000002
PERNAMBUCO,2013-06-30,2.789,0.145
PIAUI,2013-06-30,2.7030000000000003,0.102
RIO DE JANEIRO,2013-06-30,2.999,0.121
RIO GRANDE DO NORTE,2013-06-30,2.89,0.052000000000000005
RIO GRANDE DO SUL,2013-06-30,2.843,0.138
RONDONIA,2013-06-30,3.06,0.078
RORAIMA,2013-06-30,3.016,0.08900000000000001
SANTA CATARINA,2013-06-30,2.842,0.115
SAO PAULO,2013-06-30,2.722,0.122
SERGIPE,2013-06-30,2.891,0.077
TOCANTINS,2013-06-30,3.049,0.069
ACRE,2013-07-07,3.2510000000000003,0.138
ALAGOAS,2013-07-07,2.852,0.109
AMAPA,2013-07-07,2.861,0.195
AMAZONAS,2013-07-07,2.994,0.18
BAHIA,2013-07-07,2.923,0.128
CEARA,2013-07-07,2.8710000000000004,0.117
DISTRITO FEDERAL,2013-07-07,2.989,0.006
ESPIRITO SANTO,2013-07-07,2.87,0.129
GOIAS,2013-07-07,2.854,0.127
MARANHAO,2013-07-07,2.824,0.153
MATO GROSSO,2013-07-07,3.006,0.115
MATO GROSSO DO SUL,2013-07-07,2.982,0.127
MINAS GERAIS,2013-07-07,2.891,0.13
PARA,2013-07-07,3.0,0.196
PARAIBA,2013-07-07,2.787,0.065
PARANA,2013-07-07,2.745,0.16899999999999998
PERNAMBUCO,2013-07-07,2.784,0.146
PIAUI,2013-07-07,2.708,0.096
RIO DE JANEIRO,2013-07-07,2.995,0.12
RIO GRANDE DO NORTE,2013-07-07,2.884,0.052000000000000005
RIO GRANDE DO SUL,2013-07-07,2.843,0.13699999999999998
RONDONIA,2013-07-07,3.059,0.078
RORAIMA,2013-07-07,3.016,0.08900000000000001
SANTA CATARINA,2013-07-07,2.8480000000000003,0.111
SAO PAULO,2013-07-07,2.709,0.113
SERGIPE,2013-07-07,2.901,0.077
TOCANTINS,2013-07-07,3.048,0.069
ACRE,2013-07-14,3.265,0.136
ALAGOAS,2013-07-14,2.867,0.104
AMAPA,2013-07-14,2.845,0.202
AMAZONAS,2013-07-14,2.9960000000000004,0.175
BAHIA,2013-07-14,2.904,0.125
CEARA,2013-07-14,2.855,0.125
DISTRITO FEDERAL,2013-07-14,2.988,0.008
ESPIRITO SANTO,2013-07-14,2.866,0.122
GOIAS,2013-07-14,2.855,0.125
MARANHAO,2013-07-14,2.859,0.129
MATO GROSSO,2013-07-14,3.011,0.115
MATO GROSSO DO SUL,2013-07-14,2.989,0.124
MINAS GERAIS,2013-07-14,2.879,0.135
PARA,2013-07-14,3.004,0.199
PARAIBA,2013-07-14,2.792,0.065
PARANA,2013-07-14,2.767,0.153
PERNAMBUCO,2013-07-14,2.781,0.15
PIAUI,2013-07-14,2.707,0.097
RIO DE JANEIRO,2013-07-14,2.997,0.119
RIO GRANDE DO NORTE,2013-07-14,2.885,0.052000000000000005
RIO GRANDE DO SUL,2013-07-14,2.841,0.138
RONDONIA,2013-07-14,3.062,0.079
RORAIMA,2013-07-14,3.013,0.063
SANTA CATARINA,2013-07-14,2.843,0.107
SAO PAULO,2013-07-14,2.716,0.114
SERGIPE,2013-07-14,2.891,0.077
TOCANTINS,2013-07-14,3.042,0.069
ACRE,2013-07-21,3.252,0.13
ALAGOAS,2013-07-21,2.835,0.117
AMAPA,2013-07-21,2.845,0.202
AMAZONAS,2013-07-21,2.985,0.181
BAHIA,2013-07-21,2.91,0.136
CEARA,2013-07-21,2.843,0.13
DISTRITO FEDERAL,2013-07-21,2.988,0.008
ESPIRITO SANTO,2013-07-21,2.865,0.124
GOIAS,2013-07-21,2.8510000000000004,0.122
MARANHAO,2013-07-21,2.862,0.128
MATO GROSSO,2013-07-21,3.007,0.114
MATO GROSSO DO SUL,2013-07-21,2.987,0.125
MINAS GERAIS,2013-07-21,2.882,0.134
PARA,2013-07-21,3.0010000000000003,0.199
PARAIBA,2013-07-21,2.789,0.066
PARANA,2013-07-21,2.778,0.142
PERNAMBUCO,2013-07-21,2.792,0.15
PIAUI,2013-07-21,2.704,0.098
RIO DE JANEIRO,2013-07-21,2.9960000000000004,0.118
RIO GRANDE DO NORTE,2013-07-21,2.883,0.049
RIO GRANDE DO SUL,2013-07-21,2.8280000000000003,0.145
RONDONIA,2013-07-21,3.063,0.078
RORAIMA,2013-07-21,3.014,0.062
SANTA CATARINA,2013-07-21,2.837,0.111
SAO PAULO,2013-07-21,2.721,0.12
SERGIPE,2013-07-21,2.888,0.078
TOCANTINS,2013-07-21,3.044,0.07
ACRE,2013-07-28,3.257,0.138
ALAGOAS,2013-07-28,2.884,0.08900000000000001
AMAPA,2013-07-28,2.855,0.2
AMAZONAS,2013-07-28,2.997,0.171
BAHIA,2013-07-28,2.888,0.13
CEARA,2013-07-28,2.852,0.128
DISTRITO FEDERAL,2013-07-28,2.988,0.008
ESPIRITO SANTO,2013-07-28,2.842,0.135
GOIAS,2013-07-28,2.8480000000000003,0.121
MARANHAO,2013-07-28,2.8760000000000003,0.117
MATO GROSSO,2013-07-28,3.015,0.112
MATO GROSSO DO SUL,2013-07-28,2.971,0.133
MINAS GERAIS,2013-07-28,2.8760000000000003,0.136
PARA,2013-07-28,2.997,0.197
PARAIBA,2013-07-28,2.787,0.064
PARANA,2013-07-28,2.7880000000000003,0.133
PERNAMBUCO,2013-07-28,2.783,0.14800000000000002
PIAUI,2013-07-28,2.705,0.098
RIO DE JANEIRO,2013-07-28,2.997,0.124
RIO GRANDE DO NORTE,2013-07-28,2.884,0.052000000000000005
RIO GRANDE DO SUL,2013-07-28,2.8280000000000003,0.147
RONDONIA,2013-07-28,3.0660000000000003,0.078
RORAIMA,2013-07-28,3.017,0.08900000000000001
SANTA CATARINA,2013-07-28,2.84,0.109
SAO PAULO,2013-07-28,2.707,0.124
SERGIPE,2013-07-28,2.89,0.079
TOCANTINS,2013-07-28,3.039,0.07
ACRE,2013-08-04,3.255,0.138
ALAGOAS,2013-08-04,2.887,0.095
AMAPA,2013-08-04,2.859,0.195
AMAZONAS,2013-08-04,2.9960000000000004,0.173
BAHIA,2013-08-04,2.83,0.159
CEARA,2013-08-04,2.839,0.133
DISTRITO FEDERAL,2013-08-04,2.988,0.008
ESPIRITO SANTO,2013-08-04,2.842,0.136
GOIAS,2013-08-04,2.846,0.122
MARANHAO,2013-08-04,2.869,0.119
MATO GROSSO,2013-08-04,3.012,0.109
MATO GROSSO DO SUL,2013-08-04,2.9730000000000003,0.134
MINAS GERAIS,2013-08-04,2.877,0.135
PARA,2013-08-04,2.992,0.2
PARAIBA,2013-08-04,2.787,0.065
PARANA,2013-08-04,2.7910000000000004,0.128
PERNAMBUCO,2013-08-04,2.767,0.162
PIAUI,2013-08-04,2.708,0.097
RIO DE JANEIRO,2013-08-04,2.992,0.124
RIO GRANDE DO NORTE,2013-08-04,2.882,0.051
RIO GRANDE DO SUL,2013-08-04,2.829,0.145
RONDONIA,2013-08-04,3.0660000000000003,0.078
RORAIMA,2013-08-04,3.015,0.08900000000000001
SANTA CATARINA,2013-08-04,2.8280000000000003,0.116
SAO PAULO,2013-08-04,2.701,0.12
SERGIPE,2013-08-04,2.893,0.078
TOCANTINS,2013-08-04,3.0380000000000003,0.069
ACRE,2013-08-11,3.259,0.135
ALAGOAS,2013-08-11,2.861,0.103
AMAPA,2013-08-11,2.846,0.193
AMAZONAS,2013-08-11,2.989,0.17800000000000002
BAHIA,2013-08-11,2.9160000000000004,0.136
CEARA,2013-08-11,2.827,0.13699999999999998
DISTRITO FEDERAL,2013-08-11,2.988,0.008
ESPIRITO SANTO,2013-08-11,2.853,0.131
GOIAS,2013-08-11,2.847,0.121
MARANHAO,2013-08-11,2.873,0.124
MATO GROSSO,2013-08-11,3.014,0.107
MATO GROSSO DO SUL,2013-08-11,2.972,0.135
MINAS GERAIS,2013-08-11,2.875,0.13699999999999998
PARA,2013-08-11,2.99,0.198
PARAIBA,2013-08-11,2.783,0.064
PARANA,2013-08-11,2.786,0.124
PERNAMBUCO,2013-08-11,2.794,0.151
PIAUI,2013-08-11,2.71,0.094
RIO DE JANEIRO,2013-08-11,2.991,0.124
RIO GRANDE DO NORTE,2013-08-11,2.884,0.05
RIO GRANDE DO SUL,2013-08-11,2.8360000000000003,0.138
RONDONIA,2013-08-11,3.063,0.079
RORAIMA,2013-08-11,3.016,0.087
SANTA CATARINA,2013-08-11,2.822,0.12
SAO PAULO,2013-08-11,2.704,0.117
SERGIPE,2013-08-11,2.891,0.08
TOCANTINS,2013-08-11,3.042,0.067
ACRE,2013-08-18,3.26,0.134
ALAGOAS,2013-08-18,2.881,0.099
AMAPA,2013-08-18,2.846,0.193
AMAZONAS,2013-08-18,2.9960000000000004,0.17600000000000002
BAHIA,2013-08-18,2.911,0.139
CEARA,2013-08-18,2.838,0.132
DISTRITO FEDERAL,2013-08-18,2.988,0.008
ESPIRITO SANTO,2013-08-18,2.853,0.134
GOIAS,2013-08-18,2.846,0.121
MARANHAO,2013-08-18,2.8560000000000003,0.132
MATO GROSSO,2013-08-18,3.015,0.107
MATO GROSSO DO SUL,2013-08-18,2.967,0.136
MINAS GERAIS,2013-08-18,2.877,0.136
PARA,2013-08-18,2.991,0.198
PARAIBA,2013-08-18,2.778,0.064
PARANA,2013-08-18,2.7880000000000003,0.124
PERNAMBUCO,2013-08-18,2.866,0.114
PIAUI,2013-08-18,2.708,0.098
RIO DE JANEIRO,2013-08-18,2.999,0.12
RIO GRANDE DO NORTE,2013-08-18,2.881,0.054000000000000006
RIO GRANDE DO SUL,2013-08-18,2.8480000000000003,0.13
RONDONIA,2013-08-18,3.064,0.079
RORAIMA,2013-08-18,3.014,0.08800000000000001
SANTA CATARINA,2013-08-18,2.8280000000000003,0.114
SAO PAULO,2013-08-18,2.714,0.119
SERGIPE,2013-08-18,2.884,0.08
TOCANTINS,2013-08-18,3.039,0.073
ACRE,2013-08-25,3.258,0.136
ALAGOAS,2013-08-25,2.874,0.112
AMAPA,2013-08-25,2.8310000000000004,0.218
AMAZONAS,2013-08-25,2.99,0.177
BAHIA,2013-08-25,2.884,0.14300000000000002
CEARA,2013-08-25,2.84,0.13
DISTRITO FEDERAL,2013-08-25,2.988,0.008
ESPIRITO SANTO,2013-08-25,2.834,0.14400000000000002
GOIAS,2013-08-25,2.8480000000000003,0.119
MARANHAO,2013-08-25,2.838,0.142
MATO GROSSO,2013-08-25,3.008,0.114
MATO GROSSO DO SUL,2013-08-25,2.972,0.133
MINAS GERAIS,2013-08-25,2.8710000000000004,0.13699999999999998
PARA,2013-08-25,2.9930000000000003,0.203
PARAIBA,2013-08-25,2.779,0.063
PARANA,2013-08-25,2.784,0.128
PERNAMBUCO,2013-08-25,2.867,0.114
PIAUI,2013-08-25,2.712,0.098
RIO DE JANEIRO,2013-08-25,2.992,0.127
RIO GRANDE DO NORTE,2013-08-25,2.885,0.053
RIO GRANDE DO SUL,2013-08-25,2.859,0.123
RONDONIA,2013-08-25,3.067,0.077
RORAIMA,2013-08-25,3.012,0.062
SANTA CATARINA,2013-08-25,2.826,0.12
SAO PAULO,2013-08-25,2.702,0.117
SERGIPE,2013-08-25,2.877,0.085
TOCANTINS,2013-08-25,3.044,0.065
ACRE,2013-09-01,3.252,0.138
ALAGOAS,2013-09-01,2.8480000000000003,0.111
AMAPA,2013-09-01,2.8310000000000004,0.218
AMAZONAS,2013-09-01,2.995,0.173
BAHIA,2013-09-01,2.842,0.162
CEARA,2013-09-01,2.824,0.14
DISTRITO FEDERAL,2013-09-01,2.987,0.01
ESPIRITO SANTO,2013-09-01,2.833,0.147
GOIAS,2013-09-01,2.839,0.124
MARANHAO,2013-09-01,2.813,0.16
MATO GROSSO,2013-09-01,3.003,0.118
MATO GROSSO DO SUL,2013-09-01,2.9730000000000003,0.134
MINAS GERAIS,2013-09-01,2.8760000000000003,0.133
PARA,2013-09-01,2.9930000000000003,0.203
PARAIBA,2013-09-01,2.778,0.062
PARANA,2013-09-01,2.776,0.132
PERNAMBUCO,2013-09-01,2.8680000000000003,0.114
PIAUI,2013-09-01,2.705,0.102
RIO DE JANEIRO,2013-09-01,2.989,0.125
RIO GRANDE DO NORTE,2013-09-01,2.875,0.049
RIO GRANDE DO SUL,2013-09-01,2.855,0.126
RONDONIA,2013-09-01,3.065,0.078
RORAIMA,2013-09-01,3.014,0.062
SANTA CATARINA,2013-09-01,2.818,0.127
SAO PAULO,2013-09-01,2.704,0.117
SERGIPE,2013-09-01,2.873,0.087
TOCANTINS,2013-09-01,3.044,0.065
ACRE,2013-09-08,3.259,0.134
ALAGOAS,2013-09-08,2.859,0.103
AMAPA,2013-09-08,2.843,0.205
AMAZONAS,2013-09-08,2.997,0.181
BAHIA,2013-09-08,2.912,0.138
CEARA,2013-09-08,2.8080000000000003,0.151
DISTRITO FEDERAL,2013-09-08,2.987,0.009000000000000001
ESPIRITO SANTO,2013-09-08,2.794,0.17
GOIAS,2013-09-08,2.841,0.124
MARANHAO,2013-09-08,2.813,0.168
MATO GROSSO,2013-09-08,3.007,0.114
MATO GROSSO DO SUL,2013-09-08,2.958,0.141
MINAS GERAIS,2013-09-08,2.867,0.13699999999999998
PARA,2013-09-08,2.985,0.203
PARAIBA,2013-09-08,2.782,0.064
PARANA,2013-09-08,2.77,0.134
PERNAMBUCO,2013-09-08,2.87,0.107
PIAUI,2013-09-08,2.713,0.098
RIO DE JANEIRO,2013-09-08,2.992,0.125
RIO GRANDE DO NORTE,2013-09-08,2.882,0.047
RIO GRANDE DO SUL,2013-09-08,2.857,0.124
RONDONIA,2013-09-08,3.059,0.085
RORAIMA,2013-09-08,3.016,0.087
SANTA CATARINA,2013-09-08,2.829,0.115
SAO PAULO,2013-09-08,2.7060000000000004,0.119
SERGIPE,2013-09-08,2.867,0.09
TOCANTINS,2013-09-08,3.048,0.064
ACRE,2013-09-15,3.255,0.136
ALAGOAS,2013-09-15,2.88,0.097
AMAPA,2013-09-15,2.843,0.205
AMAZONAS,2013-09-15,2.989,0.181
BAHIA,2013-09-15,2.909,0.146
CEARA,2013-09-15,2.817,0.149
DISTRITO FEDERAL,2013-09-15,2.987,0.01
ESPIRITO SANTO,2013-09-15,2.817,0.156
GOIAS,2013-09-15,2.843,0.122
MARANHAO,2013-09-15,2.803,0.172
MATO GROSSO,2013-09-15,3.008,0.114
MATO GROSSO DO SUL,2013-09-15,2.967,0.136
MINAS GERAIS,2013-09-15,2.87,0.134
PARA,2013-09-15,2.982,0.205
PARAIBA,2013-09-15,2.781,0.065
PARANA,2013-09-15,2.76,0.14
PERNAMBUCO,2013-09-15,2.865,0.107
PIAUI,2013-09-15,2.717,0.091
RIO DE JANEIRO,2013-09-15,2.995,0.122
RIO GRANDE DO NORTE,2013-09-15,2.874,0.049
RIO GRANDE DO SUL,2013-09-15,2.854,0.126
RONDONIA,2013-09-15,3.0610000000000004,0.084
RORAIMA,2013-09-15,3.016,0.087
SANTA CATARINA,2013-09-15,2.839,0.107
SAO PAULO,2013-09-15,2.709,0.113
SERGIPE,2013-09-15,2.865,0.092
TOCANTINS,2013-09-15,3.044,0.079
ACRE,2013-09-22,3.259,0.135
ALAGOAS,2013-09-22,2.873,0.09
AMAPA,2013-09-22,2.838,0.198
AMAZONAS,2013-09-22,2.9960000000000004,0.17800000000000002
BAHIA,2013-09-22,2.855,0.155
CEARA,2013-09-22,2.817,0.147
DISTRITO FEDERAL,2013-09-22,2.987,0.01
ESPIRITO SANTO,2013-09-22,2.815,0.153
GOIAS,2013-09-22,2.931,0.094
MARANHAO,2013-09-22,2.797,0.177
MATO GROSSO,2013-09-22,3.0,0.122
MATO GROSSO DO SUL,2013-09-22,2.969,0.133
MINAS GERAIS,2013-09-22,2.866,0.136
PARA,2013-09-22,2.9810000000000003,0.208
PARAIBA,2013-09-22,2.78,0.065
PARANA,2013-09-22,2.75,0.141
PERNAMBUCO,2013-09-22,2.864,0.11
PIAUI,2013-09-22,2.714,0.095
RIO DE JANEIRO,2013-09-22,2.989,0.127
RIO GRANDE DO NORTE,2013-09-22,2.88,0.043
RIO GRANDE DO SUL,2013-09-22,2.857,0.122
RONDONIA,2013-09-22,3.065,0.084
RORAIMA,2013-09-22,3.012,0.062
SANTA CATARINA,2013-09-22,2.846,0.104
SAO PAULO,2013-09-22,2.71,0.116
SERGIPE,2013-09-22,2.872,0.09
TOCANTINS,2013-09-22,3.0460000000000003,0.079
ACRE,2013-09-29,3.257,0.136
ALAGOAS,2013-09-29,2.877,0.092
AMAPA,2013-09-29,2.838,0.198
AMAZONAS,2013-09-29,2.9930000000000003,0.179
BAHIA,2013-09-29,2.8080000000000003,0.173
CEARA,2013-09-29,2.822,0.146
DISTRITO FEDERAL,2013-09-29,2.986,0.01
ESPIRITO SANTO,2013-09-29,2.839,0.139
GOIAS,2013-09-29,2.93,0.093
MARANHAO,2013-09-29,2.789,0.17800000000000002
MATO GROSSO,2013-09-29,2.997,0.124
MATO GROSSO DO SUL,2013-09-29,2.988,0.126
MINAS GERAIS,2013-09-29,2.869,0.135
PARA,2013-09-29,2.982,0.207
PARAIBA,2013-09-29,2.775,0.062
PARANA,2013-09-29,2.758,0.141
PERNAMBUCO,2013-09-29,2.861,0.114
PIAUI,2013-09-29,2.714,0.094
RIO DE JANEIRO,2013-09-29,2.985,0.125
RIO GRANDE DO NORTE,2013-09-29,2.875,0.051
RIO GRANDE DO SUL,2013-09-29,2.858,0.122
RONDONIA,2013-09-29,3.0610000000000004,0.085
RORAIMA,2013-09-29,3.013,0.062
SANTA CATARINA,2013-09-29,2.842,0.107
SAO PAULO,2013-09-29,2.717,0.113
SERGIPE,2013-09-29,2.869,0.092
TOCANTINS,2013-09-29,3.045,0.078
ACRE,2013-10-06,3.252,0.123
ALAGOAS,2013-10-06,2.892,0.085
AMAPA,2013-10-06,2.824,0.196
AMAZONAS,2013-10-06,2.994,0.17800000000000002
BAHIA,2013-10-06,2.748,0.204
CEARA,2013-10-06,2.787,0.16399999999999998
DISTRITO FEDERAL,2013-10-06,2.985,0.011
ESPIRITO SANTO,2013-10-06,2.8680000000000003,0.115
GOIAS,2013-10-06,2.937,0.091
MARANHAO,2013-10-06,2.792,0.179
MATO GROSSO,2013-10-06,3.002,0.119
MATO GROSSO DO SUL,2013-10-06,2.9960000000000004,0.123
MINAS GERAIS,2013-10-06,2.859,0.138
PARA,2013-10-06,2.978,0.203
PARAIBA,2013-10-06,2.78,0.065
PARANA,2013-10-06,2.756,0.138
PERNAMBUCO,2013-10-06,2.865,0.111
PIAUI,2013-10-06,2.714,0.092
RIO DE JANEIRO,2013-10-06,2.991,0.126
RIO GRANDE DO NORTE,2013-10-06,2.884,0.051
RIO GRANDE DO SUL,2013-10-06,2.859,0.122
RONDONIA,2013-10-06,3.06,0.085
RORAIMA,2013-10-06,3.009,0.062
SANTA CATARINA,2013-10-06,2.837,0.112
SAO PAULO,2013-10-06,2.715,0.112
SERGIPE,2013-10-06,2.862,0.091
TOCANTINS,2013-10-06,3.0380000000000003,0.063
ACRE,2013-10-13,3.247,0.125
ALAGOAS,2013-10-13,2.879,0.084
AMAPA,2013-10-13,2.824,0.196
AMAZONAS,2013-10-13,2.997,0.17600000000000002
BAHIA,2013-10-13,2.708,0.22
CEARA,2013-10-13,2.809,0.153
DISTRITO FEDERAL,2013-10-13,2.984,0.012
ESPIRITO SANTO,2013-10-13,2.886,0.105
GOIAS,2013-10-13,2.937,0.091
MARANHAO,2013-10-13,2.784,0.183
MATO GROSSO,2013-10-13,2.997,0.119
MATO GROSSO DO SUL,2013-10-13,3.026,0.099
MINAS GERAIS,2013-10-13,2.86,0.138
PARA,2013-10-13,2.98,0.201
PARAIBA,2013-10-13,2.777,0.063
PARANA,2013-10-13,2.757,0.138
PERNAMBUCO,2013-10-13,2.854,0.114
PIAUI,2013-10-13,2.713,0.093
RIO DE JANEIRO,2013-10-13,2.99,0.122
RIO GRANDE DO NORTE,2013-10-13,2.866,0.054000000000000006
RIO GRANDE DO SUL,2013-10-13,2.855,0.124
RONDONIA,2013-10-13,3.0610000000000004,0.084
RORAIMA,2013-10-13,3.01,0.062
SANTA CATARINA,2013-10-13,2.838,0.11
SAO PAULO,2013-10-13,2.7110000000000003,0.114
SERGIPE,2013-10-13,2.8560000000000003,0.08900000000000001
TOCANTINS,2013-10-13,3.036,0.062
ACRE,2013-10-20,3.257,0.134
ALAGOAS,2013-10-20,2.884,0.084
AMAPA,2013-10-20,2.818,0.21
AMAZONAS,2013-10-20,2.989,0.181
BAHIA,2013-10-20,2.725,0.222
CEARA,2013-10-20,2.826,0.141
DISTRITO FEDERAL,2013-10-20,2.985,0.012
ESPIRITO SANTO,2013-10-20,2.897,0.102
GOIAS,2013-10-20,2.9360000000000004,0.091
MARANHAO,2013-10-20,2.782,0.17800000000000002
MATO GROSSO,2013-10-20,3.0010000000000003,0.113
MATO GROSSO DO SUL,2013-10-20,3.011,0.107
MINAS GERAIS,2013-10-20,2.855,0.141
PARA,2013-10-20,2.985,0.209
PARAIBA,2013-10-20,2.779,0.064
PARANA,2013-10-20,2.787,0.129
PERNAMBUCO,2013-10-20,2.852,0.121
PIAUI,2013-10-20,2.714,0.092
RIO DE JANEIRO,2013-10-20,2.992,0.13
RIO GRANDE DO NORTE,2013-10-20,2.884,0.048
RIO GRANDE DO SUL,2013-10-20,2.8560000000000003,0.125
RONDONIA,2013-10-20,3.0610000000000004,0.091
RORAIMA,2013-10-20,3.013,0.08800000000000001
SANTA CATARINA,2013-10-20,2.847,0.104
SAO PAULO,2013-10-20,2.713,0.12
SERGIPE,2013-10-20,2.854,0.095
TOCANTINS,2013-10-20,3.0410000000000004,0.063
ACRE,2013-10-27,3.255,0.135
ALAGOAS,2013-10-27,2.893,0.086
AMAPA,2013-10-27,2.818,0.21
AMAZONAS,2013-10-27,2.997,0.177
BAHIA,2013-10-27,2.725,0.221
CEARA,2013-10-27,2.821,0.14400000000000002
DISTRITO FEDERAL,2013-10-27,2.982,0.024
ESPIRITO SANTO,2013-10-27,2.8960000000000004,0.101
GOIAS,2013-10-27,2.939,0.091
MARANHAO,2013-10-27,2.784,0.174
MATO GROSSO,2013-10-27,2.999,0.116
MATO GROSSO DO SUL,2013-10-27,3.015,0.104
MINAS GERAIS,2013-10-27,2.858,0.139
PARA,2013-10-27,2.98,0.211
PARAIBA,2013-10-27,2.774,0.063
PARANA,2013-10-27,2.864,0.08800000000000001
PERNAMBUCO,2013-10-27,2.858,0.115
PIAUI,2013-10-27,2.715,0.092
RIO DE JANEIRO,2013-10-27,2.984,0.126
RIO GRANDE DO NORTE,2013-10-27,2.864,0.051
RIO GRANDE DO SUL,2013-10-27,2.8560000000000003,0.127
RONDONIA,2013-10-27,3.0610000000000004,0.091
RORAIMA,2013-10-27,3.013,0.08800000000000001
SANTA CATARINA,2013-10-27,2.847,0.104
SAO PAULO,2013-10-27,2.713,0.117
SERGIPE,2013-10-27,2.855,0.095
TOCANTINS,2013-10-27,3.043,0.064
ACRE,2013-11-03,3.257,0.136
ALAGOAS,2013-11-03,2.88,0.076
AMAPA,2013-11-03,2.812,0.227
AMAZONAS,2013-11-03,2.99,0.18
BAHIA,2013-11-03,2.712,0.228
CEARA,2013-11-03,2.803,0.152
DISTRITO FEDERAL,2013-11-03,2.983,0.013
ESPIRITO SANTO,2013-11-03,2.885,0.108
GOIAS,2013-11-03,2.9360000000000004,0.091
MARANHAO,2013-11-03,2.784,0.17800000000000002
MATO GROSSO,2013-11-03,2.998,0.12
MATO GROSSO DO SUL,2013-11-03,3.023,0.1
MINAS GERAIS,2013-11-03,2.857,0.13699999999999998
PARA,2013-11-03,2.985,0.21
PARAIBA,2013-11-03,2.78,0.063
PARANA,2013-11-03,2.869,0.084
PERNAMBUCO,2013-11-03,2.859,0.112
PIAUI,2013-11-03,2.713,0.094
RIO DE JANEIRO,2013-11-03,2.9960000000000004,0.129
RIO GRANDE DO NORTE,2013-11-03,2.882,0.037000000000000005
RIO GRANDE DO SUL,2013-11-03,2.853,0.126
RONDONIA,2013-11-03,3.0580000000000003,0.08900000000000001
RORAIMA,2013-11-03,3.014,0.063
SANTA CATARINA,2013-11-03,2.852,0.101
SAO PAULO,2013-11-03,2.7110000000000003,0.117
SERGIPE,2013-11-03,2.8560000000000003,0.091
TOCANTINS,2013-11-03,3.037,0.064
ACRE,2013-11-10,3.253,0.138
ALAGOAS,2013-11-10,2.901,0.085
AMAPA,2013-11-10,2.812,0.227
AMAZONAS,2013-11-10,2.989,0.179
BAHIA,2013-11-10,2.709,0.23
CEARA,2013-11-10,2.809,0.15
DISTRITO FEDERAL,2013-11-10,2.983,0.013
ESPIRITO SANTO,2013-11-10,2.882,0.109
GOIAS,2013-11-10,2.939,0.091
MARANHAO,2013-11-10,2.766,0.189
MATO GROSSO,2013-11-10,3.0010000000000003,0.117
MATO GROSSO DO SUL,2013-11-10,3.007,0.112
MINAS GERAIS,2013-11-10,2.86,0.135
PARA,2013-11-10,2.985,0.209
PARAIBA,2013-11-10,2.778,0.062
PARANA,2013-11-10,2.882,0.077
PERNAMBUCO,2013-11-10,2.854,0.115
PIAUI,2013-11-10,2.713,0.093
RIO DE JANEIRO,2013-11-10,2.991,0.127
RIO GRANDE DO NORTE,2013-11-10,2.863,0.04
RIO GRANDE DO SUL,2013-11-10,2.855,0.126
RONDONIA,2013-11-10,3.057,0.08900000000000001
RORAIMA,2013-11-10,3.012,0.063
SANTA CATARINA,2013-11-10,2.85,0.101
SAO PAULO,2013-11-10,2.717,0.119
SERGIPE,2013-11-10,2.8560000000000003,0.091
TOCANTINS,2013-11-10,3.0380000000000003,0.064
ACRE,2013-11-17,3.262,0.134
ALAGOAS,2013-11-17,2.932,0.093
AMAPA,2013-11-17,2.8160000000000003,0.203
AMAZONAS,2013-11-17,2.997,0.18
BAHIA,2013-11-17,2.72,0.229
CEARA,2013-11-17,2.821,0.145
DISTRITO FEDERAL,2013-11-17,2.983,0.013
ESPIRITO SANTO,2013-11-17,2.878,0.111
GOIAS,2013-11-17,2.937,0.09
MARANHAO,2013-11-17,2.769,0.189
MATO GROSSO,2013-11-17,2.998,0.117
MATO GROSSO DO SUL,2013-11-17,3.013,0.106
MINAS GERAIS,2013-11-17,2.858,0.133
PARA,2013-11-17,2.988,0.213
PARAIBA,2013-11-17,2.776,0.063
PARANA,2013-11-17,2.874,0.079
PERNAMBUCO,2013-11-17,2.8510000000000004,0.118
PIAUI,2013-11-17,2.715,0.093
RIO DE JANEIRO,2013-11-17,2.992,0.131
RIO GRANDE DO NORTE,2013-11-17,2.879,0.036000000000000004
RIO GRANDE DO SUL,2013-11-17,2.855,0.125
RONDONIA,2013-11-17,3.0580000000000003,0.084
RORAIMA,2013-11-17,3.008,0.08900000000000001
SANTA CATARINA,2013-11-17,2.853,0.098
SAO PAULO,2013-11-17,2.714,0.114
SERGIPE,2013-11-17,2.8510000000000004,0.094
TOCANTINS,2013-11-17,3.034,0.066
ACRE,2013-11-24,3.254,0.142
ALAGOAS,2013-11-24,2.929,0.091
AMAPA,2013-11-24,2.814,0.218
AMAZONAS,2013-11-24,2.988,0.184
BAHIA,2013-11-24,2.855,0.165
CEARA,2013-11-24,2.861,0.122
DISTRITO FEDERAL,2013-11-24,2.983,0.013
ESPIRITO SANTO,2013-11-24,2.878,0.111
GOIAS,2013-11-24,2.939,0.08900000000000001
MARANHAO,2013-11-24,2.767,0.19
MATO GROSSO,2013-11-24,2.9960000000000004,0.12
MATO GROSSO DO SUL,2013-11-24,3.025,0.098
