TP_ESCOLA,TP_ENSINO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
1,,SP,19.0,M,0.0,1,487.1,547.0,525.2,725.7,1.0,680.0
1,,RR,18.0,M,0.0,5,440.7,515.8,423.3,429.6,1.0,380.0
2,1.0,CE,18.0,M,0.0,1,471.6,403.2,469.6,482.8,1.0,440.0
2,1.0,CE,18.0,M,0.0,3,408.4,439.8,437.6,585.6,1.0,320.0
2,1.0,SP,17.0,M,0.0,3,476.0,582.6,523.6,480.4,1.0,600.0
1,,SP,20.0,F,0.0,3,418.8,509.4,476.7,463.4,1.0,540.0
1,1.0,PE,17.0,F,0.0,1,454.0,424.1,496.0,464.6,1.0,280.0
1,,RJ,39.0,F,,1,386.4,464.1,456.4,449.2,1.0,400.0
2,1.0,CE,18.0,F,0.0,1,501.6,482.1,429.2,419.5,1.0,280.0
1,,PA,20.0,F,0.0,3,438.4,549.4,496.6,512.4,1.0,340.0
1,1.0,PB,36.0,M,1.0,3,631.9,620.5,573.3,657.8,1.0,600.0
2,1.0,SP,17.0,F,0.0,1,609.4,665.5,621.3,748.4,1.0,760.0
1,1.0,RJ,26.0,F,0.0,2,516.6,610.1,517.5,448.0,1.0,260.0
2,1.0,MG,18.0,F,,3,546.8,591.9,480.7,506.1,1.0,600.0
1,,PB,19.0,M,0.0,3,425.7,619.9,538.4,596.1,1.0,600.0
1,1.0,PI,31.0,M,1.0,1,485.0,679.9,573.6,508.0,1.0,400.0
1,1.0,SP,23.0,F,1.0,1,433.0,564.8,490.3,512.3,1.0,360.0
1,,RN,26.0,M,0.0,3,430.5,593.2,497.9,493.5,1.0,400.0
1,,CE,23.0,F,0.0,1,430.1,414.2,400.8,430.5,1.0,460.0
1,1.0,RJ,23.0,F,0.0,2,433.0,398.3,461.5,444.3,1.0,520.0
1,,SP,34.0,F,2.0,1,444.4,464.8,441.4,387.2,1.0,600.0
1,1.0,PE,29.0,F,,3,375.5,609.6,535.5,629.2,1.0,540.0
1,1.0,PI,21.0,F,0.0,3,368.8,434.3,347.7,401.8,1.0,340.0
1,,PE,21.0,F,,1,437.1,647.7,585.8,463.1,1.0,480.0
1,1.0,SE,20.0,F,0.0,3,369.6,449.7,434.6,432.3,1.0,540.0
1,,PB,16.0,M,0.0,3,442.7,584.7,586.1,534.9,1.0,480.0
1,,PA,32.0,M,,1,580.9,633.1,571.0,653.1,1.0,500.0
4,1.0,CE,17.0,F,0.0,1,628.9,675.2,661.3,832.0,1.0,840.0
1,1.0,AM,18.0,F,0.0,1,446.2,553.6,536.1,489.7,1.0,600.0
2,2.0,RJ,18.0,F,0.0,2,427.5,424.3,478.1,397.6,1.0,320.0
1,,BA,26.0,F,0.0,3,483.7,682.6,620.6,716.0,1.0,540.0
2,1.0,PE,18.0,F,0.0,2,422.7,449.9,439.7,430.6,1.0,320.0
1,1.0,PR,21.0,M,0.0,3,435.2,591.7,489.9,631.6,1.0,480.0
1,1.0,CE,43.0,M,1.0,3,535.1,674.8,621.9,541.7,1.0,440.0
2,1.0,CE,18.0,F,0.0,3,577.1,647.1,565.0,540.6,1.0,820.0
1,,RJ,20.0,F,0.0,3,526.8,514.3,460.1,465.1,1.0,560.0
2,1.0,SP,18.0,M,0.0,3,487.9,647.8,645.6,727.4,1.0,940.0
1,1.0,CE,29.0,M,0.0,3,458.4,560.5,455.0,501.9,1.0,340.0
1,,RJ,20.0,F,0.0,2,565.2,636.7,611.0,448.1,1.0,780.0
1,1.0,AL,17.0,F,0.0,3,626.3,689.2,629.7,735.8,1.0,700.0
1,1.0,PA,21.0,M,0.0,3,495.1,468.3,452.5,581.6,1.0,500.0
1,,SP,16.0,M,0.0,1,522.9,535.4,470.6,415.9,1.0,340.0
1,,PA,18.0,F,0.0,3,486.9,573.9,522.8,516.6,1.0,740.0
1,1.0,PB,18.0,F,0.0,1,477.9,518.6,540.9,387.9,1.0,700.0
1,1.0,MG,23.0,F,1.0,3,436.7,576.6,483.3,523.7,1.0,440.0
1,,CE,46.0,M,0.0,3,524.7,652.9,570.3,706.5,1.0,600.0
2,1.0,PA,17.0,M,0.0,3,466.0,627.5,549.3,454.5,1.0,580.0
2,1.0,RJ,18.0,M,0.0,3,423.4,527.5,456.0,457.3,1.0,600.0
1,,PA,30.0,M,1.0,1,492.2,0.0,502.5,488.5,1.0,420.0
3,1.0,SP,17.0,F,0.0,1,517.1,603.8,487.5,454.7,1.0,320.0
1,,SP,33.0,M,0.0,3,500.3,658.9,585.2,645.5,1.0,620.0
1,1.0,PE,20.0,F,0.0,1,397.5,441.7,488.8,384.3,1.0,460.0
1,1.0,PA,21.0,M,0.0,3,381.1,432.1,491.8,432.8,1.0,340.0
2,1.0,CE,18.0,F,0.0,3,389.0,503.6,470.8,490.0,1.0,240.0
1,,GO,19.0,M,0.0,2,496.5,575.1,498.0,502.1,1.0,700.0
1,1.0,MT,35.0,F,0.0,4,433.4,607.5,550.8,427.7,1.0,500.0
1,1.0,GO,25.0,F,1.0,0,611.7,652.5,619.7,671.8,1.0,780.0
1,,RS,54.0,M,0.0,1,515.7,666.8,600.8,574.4,1.0,400.0
1,1.0,PE,19.0,F,,1,397.8,511.4,397.1,498.5,1.0,540.0
2,1.0,SP,17.0,F,0.0,3,445.9,427.8,536.8,422.3,1.0,580.0
1,1.0,SP,21.0,F,0.0,3,526.8,642.4,610.2,602.8,1.0,780.0
2,1.0,SP,18.0,F,0.0,2,394.9,542.7,461.2,381.2,1.0,220.0
2,1.0,PR,18.0,M,0.0,3,480.5,588.8,547.2,457.0,1.0,380.0
1,1.0,RS,22.0,F,0.0,3,536.2,621.0,531.8,441.3,1.0,300.0
1,1.0,PA,27.0,F,1.0,3,502.6,620.1,479.5,515.0,1.0,420.0
1,1.0,PA,20.0,M,0.0,2,572.5,658.2,633.4,535.5,1.0,700.0
2,1.0,RN,18.0,F,0.0,1,433.1,418.0,533.4,517.2,1.0,580.0
1,1.0,SP,26.0,F,0.0,1,429.8,598.9,514.1,551.6,1.0,560.0
1,1.0,GO,19.0,F,0.0,5,492.6,551.9,497.8,465.5,1.0,360.0
1,1.0,RJ,18.0,M,0.0,3,524.6,615.0,587.5,693.7,1.0,360.0
1,1.0,GO,18.0,F,0.0,3,473.6,606.0,519.0,486.9,1.0,480.0
1,,GO,20.0,F,0.0,3,456.5,471.6,453.5,496.9,1.0,280.0
1,3.0,MT,39.0,M,0.0,5,439.3,531.6,424.9,418.1,1.0,340.0
1,3.0,PR,47.0,M,2.0,1,433.9,636.3,506.1,439.3,1.0,340.0
2,1.0,CE,18.0,M,0.0,3,434.3,500.4,476.7,460.5,1.0,220.0
2,1.0,SP,17.0,F,0.0,3,415.7,597.2,533.1,539.7,1.0,540.0
4,1.0,GO,17.0,F,0.0,0,678.7,692.7,643.2,779.7,1.0,920.0
1,3.0,DF,50.0,F,0.0,3,492.4,580.0,477.1,421.7,1.0,340.0
1,1.0,PI,19.0,F,0.0,3,558.7,431.1,604.2,442.9,1.0,540.0
1,1.0,MA,18.0,M,0.0,3,397.1,447.4,552.7,498.9,1.0,440.0
2,1.0,CE,17.0,F,0.0,3,424.1,550.5,513.4,466.5,1.0,640.0
1,,MT,16.0,F,0.0,3,439.6,585.0,445.3,444.7,1.0,300.0
2,1.0,AM,20.0,M,0.0,3,517.9,583.7,478.2,503.9,1.0,320.0
1,1.0,SP,17.0,F,0.0,1,436.9,532.4,491.3,512.3,1.0,480.0
2,1.0,DF,18.0,F,0.0,3,514.0,545.6,487.4,405.4,1.0,400.0
2,1.0,PE,17.0,M,0.0,3,413.5,505.0,430.1,479.4,1.0,300.0
1,1.0,BA,21.0,M,0.0,3,649.3,677.4,645.0,766.9,1.0,920.0
1,1.0,RJ,32.0,M,,2,557.2,404.7,522.0,493.8,1.0,340.0
1,,GO,43.0,F,0.0,1,555.3,659.8,589.2,495.4,1.0,540.0
1,1.0,PA,20.0,F,0.0,3,621.2,640.2,514.3,551.3,1.0,900.0
1,1.0,MG,18.0,F,0.0,3,502.4,589.2,546.4,563.6,1.0,620.0
2,1.0,BA,17.0,F,0.0,3,482.3,595.0,531.5,585.3,1.0,640.0
1,1.0,AP,21.0,F,1.0,3,481.2,554.7,582.2,587.3,1.0,500.0
1,,RJ,22.0,F,0.0,1,619.4,654.1,641.6,702.1,1.0,840.0
1,,MG,22.0,F,0.0,3,440.0,582.2,474.6,520.1,1.0,360.0
2,1.0,BA,19.0,F,0.0,2,464.5,519.5,477.9,389.6,1.0,200.0
1,1.0,PR,16.0,M,0.0,1,434.0,575.4,517.0,563.0,1.0,380.0
1,1.0,MG,30.0,F,0.0,3,515.3,652.8,603.2,640.7,1.0,900.0
1,1.0,SE,23.0,M,0.0,3,443.8,678.2,567.7,533.6,1.0,720.0
1,,PE,17.0,M,0.0,1,537.9,676.3,621.7,800.3,1.0,680.0
1,1.0,PA,20.0,M,0.0,3,485.3,563.4,530.7,554.9,1.0,640.0
1,1.0,MG,41.0,M,,1,512.2,592.2,554.8,399.9,1.0,480.0
1,1.0,MA,23.0,F,0.0,3,461.7,578.3,513.5,460.2,1.0,520.0
1,1.0,AM,28.0,F,,5,507.1,414.1,487.1,431.4,1.0,500.0
2,1.0,ES,18.0,F,0.0,3,416.7,586.0,563.9,428.7,1.0,560.0
2,1.0,RS,18.0,M,0.0,1,630.4,622.6,624.7,714.8,1.0,700.0
4,1.0,SP,17.0,F,0.0,1,576.5,606.2,581.3,757.7,1.0,760.0
1,,BA,17.0,M,0.0,3,527.1,582.1,463.6,442.8,1.0,260.0
1,1.0,SP,21.0,F,0.0,3,459.1,542.0,458.0,478.5,1.0,300.0
2,1.0,MG,18.0,F,0.0,3,370.6,548.8,475.9,469.5,1.0,580.0
1,1.0,RJ,22.0,F,0.0,3,410.2,448.4,451.6,425.5,1.0,380.0
2,1.0,PR,18.0,M,0.0,3,466.4,576.1,545.5,531.8,1.0,300.0
4,1.0,PR,17.0,M,0.0,1,701.7,675.4,621.2,876.6,1.0,720.0
1,1.0,MG,21.0,F,1.0,3,560.8,658.3,553.1,750.3,1.0,900.0
2,1.0,PB,17.0,F,0.0,3,430.1,534.5,520.6,383.1,1.0,320.0
1,1.0,RJ,18.0,F,0.0,3,455.1,644.1,553.5,463.3,1.0,780.0
2,1.0,SP,18.0,F,0.0,3,382.1,481.6,473.8,419.9,1.0,340.0
1,1.0,SP,22.0,F,0.0,3,508.3,496.6,491.7,383.5,1.0,340.0
2,1.0,SC,18.0,F,0.0,1,490.0,569.4,519.7,489.3,1.0,680.0
1,1.0,PA,17.0,F,0.0,3,492.8,506.4,472.8,447.5,1.0,600.0
1,1.0,PA,19.0,M,0.0,3,418.2,489.5,414.5,464.1,1.0,320.0
1,1.0,SP,18.0,F,0.0,1,418.6,425.4,521.7,530.3,1.0,340.0
1,1.0,MS,22.0,M,0.0,1,435.5,590.9,516.6,438.9,1.0,360.0
2,1.0,SP,17.0,F,0.0,1,512.2,562.0,567.5,626.3,1.0,860.0
1,,SC,29.0,F,,1,655.2,702.9,658.0,687.3,1.0,680.0
1,,PA,21.0,F,0.0,3,406.7,567.8,338.2,405.8,1.0,340.0
2,1.0,PR,17.0,M,0.0,1,409.6,517.6,526.5,445.8,1.0,600.0
1,1.0,MG,30.0,F,0.0,3,584.6,668.8,566.1,517.7,1.0,600.0
2,1.0,MA,17.0,M,0.0,1,483.4,488.3,459.6,494.4,1.0,520.0
1,1.0,BA,39.0,M,1.0,2,474.3,613.4,568.3,513.3,1.0,580.0
4,1.0,SP,17.0,M,0.0,4,536.5,637.1,503.7,665.9,1.0,560.0
1,3.0,RS,26.0,M,0.0,1,458.8,483.0,489.6,573.3,1.0,420.0
1,1.0,CE,34.0,M,1.0,0,636.7,673.8,577.6,643.9,1.0,680.0
1,,RN,34.0,F,0.0,1,546.8,601.3,523.1,457.1,1.0,400.0
1,,BA,18.0,M,0.0,1,416.4,433.0,420.5,456.8,1.0,320.0
1,1.0,CE,19.0,M,0.0,3,487.3,616.6,499.6,642.6,1.0,700.0
2,1.0,SC,18.0,F,0.0,1,485.4,482.8,570.3,412.8,1.0,640.0
1,,SP,20.0,M,0.0,1,624.4,702.7,621.7,736.2,1.0,920.0
2,1.0,SC,18.0,F,0.0,1,416.3,565.5,531.1,398.3,1.0,320.0
1,,BA,16.0,M,0.0,3,453.1,411.7,495.6,420.9,1.0,400.0
1,1.0,SP,24.0,M,0.0,1,660.3,733.9,641.9,753.9,1.0,760.0
1,1.0,PE,20.0,F,0.0,2,441.7,537.5,486.6,390.3,1.0,580.0
1,1.0,BA,32.0,F,0.0,3,536.1,639.1,621.7,550.0,1.0,580.0
1,1.0,PB,19.0,F,0.0,3,376.9,624.9,611.6,496.0,1.0,740.0
1,,MA,21.0,M,0.0,3,475.5,551.7,498.8,504.0,1.0,340.0
2,1.0,PE,17.0,F,0.0,2,463.8,520.8,514.5,505.3,1.0,600.0
1,1.0,RS,44.0,F,1.0,2,443.7,540.9,481.7,412.1,1.0,500.0
1,1.0,BA,19.0,F,0.0,2,605.2,618.8,603.1,654.8,1.0,680.0
1,1.0,PI,24.0,F,0.0,2,450.5,594.6,518.6,485.7,1.0,480.0
1,1.0,PI,21.0,F,0.0,1,515.5,645.8,561.4,456.9,1.0,620.0
1,1.0,MT,23.0,F,0.0,3,532.4,625.4,589.2,672.7,1.0,680.0
2,1.0,MS,17.0,M,0.0,1,578.5,647.6,594.2,678.5,1.0,560.0
4,1.0,RJ,17.0,F,0.0,1,616.1,650.6,633.5,590.1,1.0,520.0
1,3.0,MA,18.0,M,0.0,1,406.2,502.6,495.6,483.3,1.0,280.0
1,1.0,RN,26.0,F,0.0,1,549.5,607.5,549.7,502.9,1.0,580.0
1,3.0,SP,21.0,M,0.0,0,637.7,652.3,590.3,795.9,1.0,640.0
1,1.0,AL,22.0,F,0.0,3,472.8,454.3,523.9,589.7,1.0,680.0
2,1.0,PB,16.0,M,0.0,1,477.6,494.3,560.0,395.3,1.0,380.0
2,1.0,MG,17.0,F,0.0,1,566.6,615.0,573.7,565.9,1.0,640.0
1,1.0,ES,20.0,F,0.0,1,663.4,679.3,608.8,699.4,1.0,900.0
1,,MA,16.0,F,0.0,1,464.0,638.1,580.0,631.7,1.0,780.0
1,,BA,25.0,M,0.0,3,490.6,472.7,393.5,390.9,6.0,0.0
1,,MA,16.0,F,0.0,1,419.6,471.8,419.4,428.4,1.0,700.0
1,,AM,16.0,F,0.0,3,477.5,579.1,570.0,434.8,1.0,460.0
1,1.0,BA,19.0,F,0.0,2,577.8,579.6,583.3,517.7,1.0,620.0
1,1.0,BA,20.0,M,0.0,3,542.4,584.9,519.0,433.2,1.0,500.0
1,,PE,19.0,M,0.0,1,664.4,688.1,651.7,795.7,1.0,840.0
1,1.0,SP,18.0,M,0.0,3,529.2,675.2,564.8,552.8,1.0,380.0
2,1.0,PA,20.0,M,0.0,1,434.2,489.2,429.8,444.2,1.0,480.0
1,,GO,20.0,F,0.0,1,540.3,426.9,496.8,640.5,1.0,460.0
2,1.0,MG,17.0,F,0.0,3,597.8,609.2,482.9,504.2,1.0,900.0
1,,CE,20.0,M,0.0,3,466.8,620.2,589.9,556.4,1.0,620.0
2,1.0,SP,17.0,F,0.0,1,507.8,457.2,554.7,416.9,1.0,620.0
1,1.0,BA,24.0,M,0.0,1,403.3,406.0,452.7,421.4,1.0,440.0
1,1.0,SP,19.0,F,0.0,3,527.0,603.6,569.0,620.0,1.0,680.0
1,,SP,21.0,M,0.0,3,445.2,512.9,448.7,425.1,1.0,340.0
1,1.0,PB,18.0,F,0.0,2,511.5,623.2,560.9,589.8,1.0,600.0
1,,GO,22.0,M,0.0,3,460.1,638.9,505.2,510.0,1.0,640.0
1,1.0,PA,18.0,M,0.0,3,536.0,461.3,415.2,488.0,1.0,520.0
1,1.0,PE,18.0,F,0.0,1,539.4,638.0,593.2,620.9,1.0,580.0
1,,PI,20.0,M,0.0,1,516.8,598.2,564.5,522.2,1.0,640.0
2,1.0,SC,18.0,F,0.0,1,430.5,426.2,396.6,424.8,1.0,300.0
2,1.0,MG,18.0,F,0.0,3,393.1,538.2,485.9,428.4,1.0,340.0
2,1.0,SP,17.0,F,0.0,3,501.6,442.8,537.9,533.6,1.0,440.0
1,,AL,18.0,M,0.0,3,648.3,666.7,606.7,568.9,1.0,880.0
2,1.0,PR,17.0,F,0.0,1,505.8,438.1,492.8,474.5,1.0,640.0
1,,PI,19.0,F,0.0,3,460.7,686.9,639.7,668.2,1.0,640.0
1,1.0,PB,19.0,M,0.0,3,479.2,582.6,482.4,435.9,1.0,380.0
1,1.0,SP,28.0,F,0.0,1,487.1,564.2,560.1,586.4,1.0,400.0
1,,MA,34.0,M,,3,580.3,631.0,584.3,702.5,1.0,620.0
1,1.0,PB,17.0,F,0.0,3,455.4,610.4,571.0,586.7,1.0,760.0
1,1.0,PE,18.0,M,0.0,3,392.1,430.9,369.1,548.8,1.0,520.0
1,1.0,SC,22.0,F,0.0,1,500.6,552.9,498.2,455.7,1.0,400.0
1,,PI,22.0,F,0.0,3,466.4,461.3,497.7,473.7,4.0,0.0
2,1.0,ES,18.0,F,0.0,1,535.5,565.0,530.6,484.0,1.0,540.0
1,1.0,CE,24.0,F,0.0,2,402.1,430.8,476.2,443.8,1.0,480.0
1,1.0,SP,19.0,M,0.0,3,476.3,,,439.8,,
1,1.0,PI,17.0,F,0.0,3,518.3,541.3,576.4,614.3,1.0,640.0
2,1.0,BA,17.0,F,0.0,3,426.5,614.6,526.0,595.6,1.0,680.0
1,1.0,SP,21.0,F,0.0,1,654.0,669.7,695.2,740.5,1.0,420.0
1,1.0,BA,37.0,F,0.0,2,490.8,600.6,522.6,449.6,1.0,320.0
1,3.0,AL,20.0,F,0.0,1,375.9,588.3,442.0,574.3,1.0,340.0
2,1.0,RJ,18.0,F,0.0,3,413.5,622.6,431.0,464.0,1.0,560.0
1,1.0,PB,56.0,M,1.0,3,426.4,592.4,465.4,596.6,1.0,340.0
2,1.0,PE,18.0,M,0.0,2,384.2,531.4,437.1,482.7,1.0,480.0
1,1.0,PR,20.0,F,0.0,1,416.5,576.0,530.0,395.8,1.0,480.0
1,,MG,20.0,F,0.0,3,464.6,609.9,599.0,526.8,1.0,580.0
1,1.0,CE,18.0,F,0.0,3,486.9,616.4,576.2,576.9,1.0,600.0
1,1.0,SC,34.0,M,1.0,1,406.6,597.4,597.5,562.7,1.0,840.0
1,1.0,PA,20.0,F,0.0,2,472.1,493.7,517.7,506.4,1.0,440.0
1,,MA,17.0,F,0.0,3,458.9,461.8,537.2,538.2,1.0,360.0
1,1.0,SC,18.0,F,0.0,1,441.5,593.1,565.6,570.2,1.0,560.0
1,1.0,AL,21.0,M,0.0,3,487.9,443.8,515.9,484.8,1.0,360.0
1,,PI,32.0,F,0.0,2,529.8,600.3,487.4,449.1,1.0,540.0
1,3.0,BA,30.0,F,0.0,2,532.1,495.5,527.0,487.3,1.0,560.0
1,1.0,PE,48.0,M,2.0,3,570.3,672.2,588.6,678.8,1.0,480.0
1,3.0,PE,17.0,F,0.0,3,434.3,552.6,476.6,408.9,1.0,340.0
1,,MA,18.0,M,0.0,3,414.0,492.4,467.8,506.1,1.0,520.0
1,1.0,PB,21.0,F,0.0,1,411.0,469.4,381.6,467.2,1.0,360.0
2,1.0,SC,18.0,F,0.0,3,568.3,591.0,576.6,461.2,1.0,340.0
1,,PI,33.0,M,,3,399.6,455.5,359.2,425.5,1.0,400.0
1,1.0,PR,22.0,F,,1,471.6,646.5,592.6,616.6,1.0,660.0
1,,CE,34.0,M,,3,655.3,674.8,624.4,696.3,1.0,780.0
1,3.0,MS,25.0,M,2.0,2,515.4,608.8,546.2,567.4,1.0,600.0
1,1.0,CE,19.0,F,0.0,3,376.1,566.9,531.3,558.7,1.0,800.0
1,,RS,23.0,M,0.0,1,439.5,598.7,545.2,458.9,1.0,860.0
1,1.0,CE,19.0,M,0.0,1,390.2,559.1,491.5,572.0,1.0,260.0
1,,RJ,26.0,M,1.0,2,576.8,654.5,575.8,600.1,1.0,620.0
1,1.0,PE,21.0,F,0.0,3,498.3,547.4,495.4,576.7,1.0,400.0
1,1.0,BA,24.0,F,0.0,1,475.1,475.2,445.3,500.1,1.0,560.0
1,1.0,PE,20.0,F,0.0,2,566.6,519.6,457.1,490.4,1.0,540.0
2,1.0,MG,18.0,F,0.0,1,663.1,697.0,634.2,691.2,1.0,840.0
1,1.0,RJ,18.0,F,0.0,1,522.1,612.0,574.6,469.5,1.0,580.0
1,,RJ,15.0,F,0.0,1,433.8,574.2,524.3,558.3,1.0,780.0
1,1.0,MG,21.0,F,0.0,2,498.3,623.7,619.7,580.4,1.0,900.0
1,1.0,BA,28.0,F,0.0,1,418.8,464.5,419.2,453.9,1.0,220.0
1,1.0,SC,19.0,M,0.0,1,535.4,468.7,507.4,434.0,1.0,400.0
1,,SP,16.0,M,,3,618.7,649.0,617.0,701.1,1.0,880.0
1,1.0,BA,18.0,F,0.0,3,405.6,526.1,533.4,589.4,1.0,520.0
1,,MA,29.0,F,0.0,5,388.5,558.4,495.2,398.8,1.0,300.0
2,1.0,SC,18.0,F,0.0,3,462.1,604.9,589.4,606.9,1.0,640.0
1,3.0,MG,17.0,F,0.0,1,627.9,642.6,653.2,729.0,1.0,940.0
1,1.0,GO,23.0,M,1.0,3,533.1,521.8,519.7,470.1,1.0,600.0
1,1.0,RN,18.0,M,0.0,3,461.1,543.1,456.4,460.2,1.0,560.0
1,1.0,MA,21.0,M,0.0,3,422.2,569.4,514.3,465.9,1.0,440.0
2,1.0,CE,17.0,M,0.0,1,532.1,661.8,596.1,670.1,1.0,800.0
1,3.0,PA,19.0,M,0.0,3,571.9,603.1,547.2,506.0,1.0,740.0
1,,SP,16.0,F,0.0,1,483.7,638.1,596.6,485.3,1.0,540.0
1,,PA,16.0,F,0.0,3,563.6,442.3,594.6,559.6,1.0,560.0
2,1.0,MA,17.0,M,0.0,2,402.7,606.1,475.0,512.7,1.0,440.0
4,1.0,PI,18.0,F,0.0,0,627.0,644.0,595.8,727.7,1.0,860.0
1,1.0,RJ,24.0,M,0.0,2,569.2,658.1,573.8,545.0,1.0,940.0
1,1.0,RS,18.0,M,0.0,1,455.4,628.6,595.1,566.8,1.0,800.0
1,,SP,20.0,M,0.0,1,410.9,502.3,426.3,507.7,1.0,400.0
2,1.0,PE,17.0,F,0.0,4,534.5,639.2,602.0,529.6,1.0,800.0
1,1.0,SP,21.0,M,0.0,2,488.0,621.9,531.5,598.8,1.0,620.0
1,1.0,AP,29.0,F,0.0,3,588.5,611.5,407.7,472.2,1.0,320.0
1,,RJ,21.0,F,0.0,3,524.9,616.7,477.0,461.3,1.0,740.0
1,,SP,16.0,F,0.0,1,451.0,624.4,575.7,583.9,1.0,560.0
1,1.0,MG,19.0,F,0.0,3,498.6,598.5,505.5,556.9,1.0,520.0
1,1.0,PB,19.0,F,0.0,5,445.6,648.8,541.0,533.8,1.0,660.0
2,1.0,SP,17.0,F,0.0,3,527.8,641.9,623.2,546.9,1.0,660.0
1,3.0,MS,26.0,F,2.0,1,488.7,593.2,527.4,476.9,1.0,580.0
1,1.0,BA,18.0,F,0.0,3,556.1,653.2,632.0,588.5,1.0,620.0
1,,BA,19.0,M,0.0,1,454.9,640.9,581.1,472.1,1.0,680.0
2,1.0,SP,17.0,F,0.0,3,398.0,607.5,528.1,428.7,1.0,520.0
1,1.0,BA,20.0,F,0.0,3,402.7,594.0,519.4,501.5,1.0,360.0
1,,RJ,22.0,F,0.0,1,570.3,642.7,600.9,528.4,1.0,340.0
1,1.0,MA,19.0,M,0.0,1,473.3,542.3,531.8,587.4,1.0,800.0
1,1.0,RS,18.0,F,0.0,3,429.3,550.3,418.4,628.7,1.0,560.0
1,,PE,20.0,F,0.0,2,431.6,562.6,491.7,462.5,1.0,280.0
2,1.0,SP,17.0,F,0.0,1,430.2,400.1,454.5,459.3,1.0,600.0
2,1.0,GO,18.0,F,0.0,3,522.4,497.1,550.1,496.0,1.0,620.0
1,1.0,RJ,17.0,M,0.0,5,604.6,703.5,616.5,469.9,1.0,600.0
1,1.0,BA,23.0,M,0.0,3,425.5,573.5,525.2,446.6,1.0,480.0
1,1.0,TO,26.0,M,1.0,1,425.6,431.7,459.3,411.9,1.0,580.0
1,,MA,15.0,F,0.0,2,508.8,576.1,564.6,510.1,1.0,660.0
2,1.0,PA,18.0,F,0.0,3,405.8,454.9,493.0,456.5,1.0,380.0
1,,SP,18.0,F,0.0,1,542.1,642.9,632.6,725.7,1.0,900.0
1,1.0,SC,23.0,F,,3,427.2,631.0,560.8,517.1,1.0,640.0
2,3.0,GO,17.0,M,0.0,3,418.4,450.0,484.5,385.6,1.0,520.0
2,1.0,SP,17.0,M,0.0,2,589.1,628.3,559.9,619.3,1.0,360.0
1,1.0,PA,18.0,F,0.0,1,493.1,608.5,551.2,508.4,1.0,700.0
4,1.0,CE,19.0,F,0.0,2,490.6,632.7,608.3,503.6,1.0,680.0
1,1.0,SP,19.0,F,0.0,3,501.4,641.8,542.8,518.6,1.0,560.0
1,1.0,BA,19.0,F,0.0,3,467.0,550.5,568.2,562.4,1.0,780.0
1,1.0,CE,22.0,F,0.0,0,571.6,636.2,640.4,590.7,1.0,600.0
1,1.0,BA,18.0,F,0.0,3,495.8,613.9,588.0,600.2,1.0,720.0
2,1.0,AL,18.0,F,0.0,3,421.8,559.9,357.6,408.7,1.0,520.0
1,1.0,SP,18.0,F,0.0,3,587.1,623.5,615.8,578.8,1.0,860.0
4,1.0,SP,17.0,M,0.0,1,624.0,623.1,577.4,511.7,1.0,580.0
1,1.0,PI,23.0,F,0.0,1,395.5,644.5,620.7,499.7,1.0,800.0
1,1.0,PE,34.0,F,1.0,1,402.4,548.2,396.9,556.8,1.0,300.0
2,1.0,CE,17.0,M,0.0,3,452.2,488.9,520.5,451.0,1.0,600.0
1,3.0,MA,32.0,M,1.0,3,478.1,446.3,475.0,451.5,1.0,440.0
1,,AL,19.0,F,0.0,2,437.9,536.0,487.9,462.3,1.0,340.0
2,1.0,MG,18.0,M,0.0,3,442.8,534.4,480.6,448.8,1.0,480.0
2,1.0,CE,17.0,F,0.0,3,429.1,568.1,474.1,527.9,1.0,400.0
1,1.0,MA,18.0,F,0.0,1,555.8,637.8,523.3,515.4,1.0,680.0
1,1.0,CE,26.0,M,0.0,3,454.7,553.1,517.8,561.6,1.0,580.0
1,3.0,RJ,22.0,F,0.0,2,444.9,573.2,517.9,467.3,1.0,740.0
1,,SC,24.0,F,,1,554.6,675.8,628.2,600.3,1.0,560.0
1,1.0,MG,20.0,M,0.0,3,452.1,596.4,521.9,565.4,1.0,520.0
1,1.0,CE,18.0,M,0.0,3,460.6,518.6,418.9,484.5,1.0,540.0
2,1.0,SC,18.0,F,0.0,1,420.5,591.8,447.3,538.6,1.0,340.0
2,1.0,MA,17.0,F,0.0,3,464.1,492.9,496.8,531.7,1.0,720.0
1,1.0,MT,20.0,F,0.0,0,508.5,529.0,562.0,571.7,1.0,640.0
1,1.0,MG,20.0,F,0.0,4,509.1,460.9,480.7,581.9,1.0,340.0
1,,PI,17.0,M,0.0,3,688.8,693.9,671.2,768.5,1.0,800.0
2,1.0,GO,22.0,M,0.0,3,444.8,652.5,567.2,488.9,2.0,0.0
1,1.0,ES,24.0,M,0.0,3,541.0,563.6,531.7,492.4,1.0,760.0
1,1.0,MG,19.0,M,0.0,3,554.8,582.9,557.4,565.8,1.0,680.0
2,3.0,ES,33.0,F,0.0,3,446.8,623.0,534.6,460.0,1.0,600.0
