TP_ESCOLA,TP_ENSINO,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
1,1.0,PR,30.0,F,2.0,1,522.8,596.4,520.3,542.0,1.0,360.0
1,1.0,AP,17.0,M,0.0,1,494.5,422.0,549.7,417.2,1.0,560.0
1,,ES,21.0,M,0.0,1,695.5,689.7,596.8,735.6,1.0,960.0
1,1.0,SP,21.0,F,0.0,1,465.6,630.5,579.5,541.1,1.0,860.0
2,1.0,DF,17.0,F,0.0,3,659.8,691.2,657.3,720.0,1.0,860.0
2,1.0,RJ,17.0,F,0.0,3,496.4,542.1,554.5,450.8,1.0,440.0
1,1.0,MG,17.0,F,0.0,3,461.0,627.4,507.1,559.1,1.0,340.0
1,1.0,AM,18.0,F,0.0,3,529.5,472.0,535.3,445.3,1.0,460.0
1,1.0,MG,18.0,M,0.0,2,439.0,427.9,461.1,462.2,1.0,420.0
1,,ES,21.0,F,0.0,3,448.1,507.4,544.9,520.9,1.0,520.0
2,1.0,MG,17.0,F,0.0,3,514.3,602.3,487.4,547.3,1.0,620.0
1,1.0,RJ,18.0,M,0.0,2,538.6,632.2,541.7,727.2,1.0,720.0
2,1.0,MG,17.0,M,0.0,2,405.7,532.0,469.4,439.5,1.0,500.0
1,1.0,PA,22.0,F,0.0,1,457.5,470.5,385.1,427.1,1.0,360.0
2,3.0,ES,19.0,F,0.0,3,401.2,455.4,477.2,0.0,1.0,280.0
1,1.0,BA,21.0,F,0.0,3,446.1,626.3,572.2,519.6,1.0,340.0
1,,CE,18.0,F,0.0,3,473.9,596.9,580.3,462.6,1.0,700.0
1,,CE,16.0,F,0.0,3,478.5,583.7,567.3,688.8,1.0,760.0
2,1.0,PA,18.0,M,0.0,3,491.6,582.4,479.0,547.7,1.0,340.0
1,,BA,18.0,F,0.0,2,548.9,613.7,570.8,479.9,1.0,820.0
1,,PI,31.0,F,0.0,3,560.1,650.7,580.5,648.5,1.0,560.0
1,1.0,CE,19.0,M,0.0,3,634.2,657.7,509.2,697.6,1.0,920.0
2,1.0,SP,17.0,F,0.0,1,503.1,519.0,581.8,520.0,1.0,460.0
1,,BA,39.0,M,,3,504.9,577.5,532.1,474.0,1.0,440.0
1,2.0,BA,24.0,F,0.0,3,399.9,613.8,566.3,474.0,1.0,440.0
1,1.0,PB,21.0,F,0.0,3,511.5,606.9,545.0,526.4,1.0,820.0
1,,RS,19.0,F,0.0,1,510.6,602.6,560.0,414.2,1.0,500.0
1,1.0,TO,17.0,F,0.0,2,463.1,598.9,554.5,463.6,1.0,580.0
1,1.0,RJ,37.0,F,0.0,3,444.6,559.0,524.0,629.4,1.0,480.0
1,,SP,22.0,M,0.0,3,515.2,501.6,497.7,533.4,1.0,560.0
1,1.0,MA,22.0,F,0.0,3,404.6,615.4,414.8,454.0,1.0,320.0
1,,RJ,16.0,M,0.0,1,586.1,615.2,510.6,446.9,1.0,600.0
1,1.0,RJ,25.0,F,0.0,3,388.4,521.1,459.1,483.3,1.0,340.0
2,1.0,PA,18.0,F,0.0,3,437.9,613.0,500.1,481.3,3.0,0.0
1,,SP,19.0,F,0.0,1,665.7,714.7,636.4,671.8,1.0,840.0
2,1.0,CE,18.0,M,0.0,5,495.5,556.5,474.6,509.4,1.0,360.0
1,,SP,21.0,M,,3,435.1,469.7,516.4,627.1,1.0,600.0
1,1.0,SP,23.0,F,0.0,1,542.0,652.1,608.6,611.1,1.0,540.0
1,1.0,MG,29.0,F,0.0,3,461.6,557.9,476.8,403.3,1.0,380.0
1,1.0,MG,17.0,F,,1,720.9,702.8,636.9,742.0,1.0,880.0
1,,RJ,21.0,F,0.0,3,439.4,582.9,418.4,612.6,1.0,360.0
1,,AC,20.0,M,0.0,3,408.5,397.4,444.3,394.8,1.0,360.0
1,1.0,PE,19.0,M,0.0,4,609.0,643.6,556.7,524.6,1.0,760.0
2,1.0,PR,17.0,F,0.0,3,416.5,415.5,533.2,562.1,1.0,480.0
1,1.0,MG,18.0,F,0.0,3,520.0,512.8,441.9,434.2,1.0,320.0
1,1.0,PE,21.0,M,0.0,1,554.7,697.8,591.2,419.2,1.0,420.0
1,1.0,TO,17.0,M,0.0,3,484.4,540.0,581.9,471.3,1.0,600.0
1,,SE,17.0,F,0.0,2,563.6,509.7,534.9,412.5,1.0,700.0
1,3.0,RJ,32.0,M,0.0,1,497.2,411.7,441.1,483.4,1.0,520.0
1,1.0,RN,29.0,M,0.0,3,496.6,695.1,641.0,659.9,1.0,660.0
1,1.0,BA,20.0,F,0.0,3,573.7,712.4,648.1,632.1,1.0,780.0
2,1.0,PR,17.0,M,0.0,1,536.3,456.6,518.7,587.3,1.0,720.0
1,,MG,19.0,M,0.0,3,673.0,676.5,691.1,802.5,1.0,880.0
1,1.0,PA,18.0,M,0.0,1,590.2,670.7,650.7,777.3,1.0,780.0
1,1.0,PE,16.0,M,0.0,3,512.6,686.4,653.5,747.7,1.0,360.0
2,1.0,SP,17.0,M,0.0,3,458.5,554.2,539.6,579.1,1.0,600.0
1,1.0,SP,18.0,M,0.0,3,595.1,626.6,553.7,694.5,1.0,960.0
1,1.0,PB,17.0,M,0.0,3,487.3,682.9,601.1,674.2,1.0,600.0
1,1.0,PE,23.0,M,0.0,2,437.4,486.0,471.5,653.7,1.0,620.0
2,3.0,PA,20.0,F,0.0,2,445.3,558.7,482.0,394.5,1.0,300.0
1,1.0,SP,19.0,F,0.0,3,506.4,462.7,418.5,392.6,1.0,400.0
1,1.0,AM,22.0,F,0.0,3,423.0,609.4,455.1,424.8,1.0,340.0
2,1.0,BA,17.0,F,0.0,1,504.6,583.7,578.4,445.0,1.0,520.0
1,1.0,RJ,18.0,F,0.0,3,422.1,581.5,490.0,404.1,1.0,580.0
2,1.0,PE,17.0,F,,1,493.4,638.6,587.5,454.3,1.0,680.0
2,1.0,MG,17.0,F,0.0,1,618.9,663.4,670.1,587.0,1.0,660.0
1,1.0,BA,47.0,F,0.0,2,549.8,595.4,542.1,547.3,1.0,400.0
1,1.0,SC,28.0,F,0.0,3,430.5,644.0,612.2,603.3,1.0,560.0
1,1.0,MG,19.0,M,0.0,2,388.6,462.5,492.2,491.7,1.0,620.0
1,1.0,MG,20.0,M,0.0,3,557.5,617.7,519.3,603.2,1.0,780.0
1,1.0,AL,23.0,F,0.0,3,487.3,613.8,610.6,727.0,1.0,580.0
2,3.0,PA,17.0,F,0.0,3,486.1,430.9,551.1,479.7,1.0,320.0
2,1.0,PI,18.0,F,0.0,3,549.7,623.5,590.1,381.9,1.0,600.0
1,,DF,19.0,F,,3,615.7,662.5,653.2,661.8,1.0,780.0
2,1.0,DF,17.0,F,0.0,2,558.8,588.0,453.2,512.5,1.0,560.0
1,1.0,MG,18.0,F,0.0,2,615.9,653.9,617.7,702.4,1.0,760.0
1,1.0,MG,21.0,F,0.0,3,401.8,595.2,514.7,438.0,1.0,560.0
2,3.0,PR,25.0,M,0.0,1,562.3,639.7,566.2,504.5,1.0,500.0
1,1.0,CE,24.0,F,0.0,2,414.9,558.7,475.6,450.4,1.0,300.0
1,1.0,DF,22.0,M,0.0,1,438.8,475.9,588.9,475.2,1.0,400.0
1,1.0,SP,18.0,F,0.0,3,471.3,646.3,635.4,521.9,1.0,520.0
2,1.0,RN,18.0,M,0.0,3,601.9,601.3,587.5,632.6,1.0,560.0
1,1.0,MG,23.0,M,0.0,1,433.2,,,393.3,,
1,3.0,PE,23.0,M,0.0,1,448.8,553.7,492.2,395.4,1.0,320.0
1,1.0,DF,29.0,M,0.0,3,407.1,506.5,434.3,515.7,1.0,340.0
1,1.0,SP,23.0,F,0.0,3,435.6,633.5,616.9,547.6,1.0,560.0
1,1.0,PB,18.0,F,0.0,3,535.6,588.9,541.7,484.2,1.0,400.0
1,,MA,20.0,F,0.0,3,454.7,679.0,523.7,617.3,1.0,820.0
2,1.0,BA,18.0,F,0.0,3,514.2,570.9,545.6,445.4,1.0,340.0
1,1.0,ES,18.0,F,0.0,3,541.4,656.6,623.4,499.7,1.0,720.0
1,1.0,SP,52.0,F,1.0,1,482.2,580.6,470.4,438.5,1.0,360.0
1,1.0,BA,33.0,F,,1,409.9,559.6,457.5,455.6,1.0,400.0
1,1.0,SE,19.0,M,0.0,1,416.6,544.7,493.3,532.6,1.0,260.0
2,1.0,SP,18.0,F,0.0,3,527.1,605.6,539.3,462.1,1.0,360.0
1,1.0,MA,25.0,F,0.0,3,509.7,637.5,478.5,495.5,1.0,360.0
1,1.0,MA,18.0,M,0.0,3,476.1,531.3,526.0,414.6,1.0,560.0
2,1.0,PB,18.0,M,0.0,3,515.2,615.1,571.9,559.5,1.0,440.0
1,,PE,32.0,F,0.0,3,446.0,433.5,471.3,519.6,1.0,400.0
4,1.0,PR,17.0,F,0.0,1,538.8,629.9,562.6,628.9,1.0,880.0
1,1.0,TO,18.0,F,0.0,1,562.5,613.3,571.7,552.0,1.0,500.0
1,1.0,PR,18.0,M,0.0,3,465.2,687.1,590.2,709.7,1.0,640.0
1,,GO,30.0,F,2.0,3,436.6,634.7,624.9,467.0,1.0,380.0
1,,MG,16.0,M,0.0,1,595.2,622.1,610.9,688.8,1.0,580.0
1,,RJ,22.0,F,1.0,1,475.8,616.7,542.5,519.1,1.0,380.0
1,3.0,MG,48.0,F,0.0,3,497.5,621.8,461.8,523.3,1.0,500.0
2,1.0,SC,18.0,F,0.0,1,514.3,608.6,525.7,586.8,1.0,680.0
1,1.0,BA,21.0,F,0.0,3,505.2,669.5,542.8,561.7,1.0,560.0
1,1.0,RN,20.0,F,0.0,3,568.1,658.6,594.4,510.6,1.0,700.0
2,1.0,SP,17.0,F,0.0,1,501.9,660.2,566.2,461.9,1.0,620.0
1,1.0,TO,18.0,F,0.0,1,463.8,569.0,493.8,459.1,1.0,580.0
2,1.0,SP,18.0,F,0.0,1,489.7,551.3,496.4,453.7,1.0,520.0
4,3.0,PB,25.0,F,0.0,3,562.3,615.5,531.8,528.9,1.0,580.0
1,1.0,MT,26.0,M,0.0,1,436.2,486.3,544.7,476.1,1.0,340.0
1,1.0,BA,18.0,F,0.0,1,504.4,634.0,595.2,571.2,1.0,800.0
1,1.0,AM,41.0,F,0.0,3,430.1,415.6,521.2,398.7,3.0,0.0
1,1.0,MA,19.0,F,0.0,1,415.3,484.9,544.3,467.9,1.0,400.0
1,1.0,RJ,26.0,F,0.0,3,452.3,606.7,521.4,465.7,1.0,460.0
1,,PE,26.0,F,0.0,3,495.4,457.3,427.1,394.7,1.0,280.0
1,,MG,27.0,F,0.0,1,554.1,518.8,416.5,489.1,1.0,580.0
4,1.0,MG,18.0,M,0.0,1,714.9,742.3,709.7,972.4,1.0,940.0
1,1.0,PR,33.0,F,0.0,1,479.4,649.7,555.0,426.0,1.0,660.0
1,1.0,PE,23.0,M,0.0,3,452.5,483.6,367.3,519.3,1.0,440.0
1,1.0,PI,35.0,F,,3,437.8,439.8,489.1,396.6,1.0,160.0
2,1.0,SP,17.0,F,0.0,1,436.0,548.2,509.7,414.3,1.0,620.0
1,1.0,PE,19.0,F,0.0,3,452.2,523.1,343.9,380.5,1.0,300.0
2,1.0,SP,17.0,M,0.0,1,494.1,610.2,555.6,603.1,1.0,460.0
1,1.0,PE,22.0,M,0.0,3,507.5,460.3,426.9,384.4,1.0,320.0
1,1.0,BA,50.0,F,0.0,3,502.1,488.3,502.8,392.6,1.0,340.0
2,1.0,BA,16.0,F,0.0,3,445.2,548.7,451.6,424.5,1.0,880.0
1,,RS,18.0,M,0.0,2,485.9,475.3,401.3,483.4,1.0,360.0
1,,MG,19.0,F,0.0,3,384.6,597.5,525.7,560.4,1.0,380.0
1,,RN,31.0,M,1.0,3,492.9,579.4,521.0,438.9,1.0,520.0
1,1.0,MG,42.0,F,1.0,3,581.0,614.6,526.5,646.5,1.0,740.0
1,,GO,17.0,F,0.0,1,589.9,674.5,567.4,597.0,1.0,920.0
2,1.0,SP,17.0,F,0.0,1,552.2,612.5,577.8,571.8,1.0,620.0
2,1.0,MG,18.0,F,0.0,1,522.7,580.2,541.3,535.5,1.0,660.0
1,1.0,SE,19.0,M,0.0,3,449.3,625.4,558.3,529.2,1.0,940.0
1,1.0,MG,45.0,M,0.0,3,445.8,645.9,477.2,530.0,1.0,300.0
1,1.0,RO,20.0,F,0.0,3,450.7,585.5,578.2,627.8,1.0,580.0
1,1.0,RS,29.0,F,0.0,1,390.5,586.9,480.0,371.2,1.0,260.0
1,,PA,25.0,F,0.0,3,413.9,583.0,491.9,408.0,1.0,320.0
1,1.0,SC,26.0,M,0.0,1,474.3,620.5,530.2,554.9,1.0,340.0
2,1.0,SP,17.0,F,0.0,3,466.9,424.7,464.4,453.2,1.0,560.0
1,1.0,SC,17.0,F,0.0,1,583.2,648.8,626.4,678.7,1.0,720.0
1,1.0,BA,21.0,F,0.0,3,544.6,559.7,448.8,462.2,1.0,580.0
1,1.0,RJ,36.0,F,0.0,2,566.5,642.1,518.4,637.9,1.0,440.0
1,1.0,BA,18.0,M,0.0,3,518.0,649.3,569.8,626.6,1.0,760.0
1,1.0,PA,24.0,F,0.0,3,485.0,560.6,388.5,554.8,1.0,380.0
1,,DF,21.0,F,1.0,3,433.1,497.0,540.2,424.4,1.0,400.0
1,,RO,24.0,M,0.0,3,509.5,472.4,557.3,517.7,1.0,380.0
1,1.0,MG,21.0,M,0.0,3,445.9,567.9,422.5,382.0,1.0,300.0
1,1.0,RJ,18.0,F,0.0,1,580.6,627.8,625.0,658.7,1.0,880.0
1,1.0,RN,19.0,M,0.0,3,473.1,568.7,542.0,527.1,1.0,500.0
1,1.0,RJ,19.0,F,0.0,3,571.0,611.9,609.4,518.9,1.0,380.0
2,1.0,SP,17.0,F,0.0,1,591.4,611.8,635.3,676.7,1.0,560.0
1,,SC,28.0,F,0.0,1,492.9,654.3,585.5,542.7,1.0,720.0
1,1.0,SE,18.0,M,0.0,3,501.9,433.6,481.8,608.8,1.0,720.0
2,1.0,SC,16.0,F,0.0,1,519.0,652.0,596.9,639.5,1.0,560.0
1,1.0,RJ,20.0,F,0.0,2,428.7,506.6,505.6,403.4,1.0,480.0
1,1.0,RJ,24.0,F,0.0,1,504.1,628.6,599.7,674.9,1.0,720.0
1,1.0,PE,56.0,F,2.0,3,489.7,618.9,595.7,383.7,1.0,560.0
1,1.0,PE,18.0,M,0.0,1,429.8,565.8,560.7,519.2,1.0,400.0
1,1.0,ES,19.0,M,0.0,3,462.5,405.7,375.7,394.5,1.0,180.0
1,3.0,PA,17.0,F,0.0,3,433.4,483.7,466.8,435.9,1.0,360.0
1,1.0,MG,18.0,M,0.0,1,451.8,545.9,488.5,489.1,1.0,580.0
1,1.0,SP,18.0,F,0.0,2,437.5,444.1,425.6,506.1,1.0,500.0
1,,SP,21.0,M,0.0,3,536.8,635.0,555.4,596.3,1.0,460.0
1,,BA,19.0,F,0.0,4,437.4,538.8,431.3,453.0,1.0,520.0
1,1.0,PE,18.0,F,0.0,3,396.1,424.2,431.3,466.1,1.0,240.0
1,1.0,AL,23.0,M,0.0,1,464.6,681.6,625.9,758.4,1.0,580.0
1,1.0,AL,17.0,F,0.0,3,586.2,708.6,637.4,725.2,1.0,880.0
1,1.0,RJ,18.0,F,0.0,1,395.8,491.2,468.9,459.8,1.0,360.0
2,3.0,BA,17.0,F,0.0,3,506.3,516.4,447.4,412.6,1.0,320.0
1,,BA,35.0,M,,3,468.5,648.7,567.3,517.8,1.0,520.0
1,,MG,20.0,F,0.0,3,535.4,539.8,576.9,374.6,1.0,540.0
1,1.0,AL,19.0,F,0.0,3,581.5,626.7,622.9,530.4,1.0,720.0
1,1.0,RJ,18.0,F,0.0,1,580.8,680.4,665.7,477.1,1.0,820.0
1,1.0,MT,21.0,F,0.0,3,472.8,549.2,506.4,408.4,1.0,440.0
1,1.0,PI,22.0,F,0.0,3,562.9,610.8,511.1,544.6,1.0,480.0
1,,PE,17.0,F,0.0,3,438.9,488.8,428.9,456.2,1.0,820.0
2,1.0,BA,17.0,F,0.0,2,560.0,448.0,520.1,472.5,1.0,360.0
1,,MG,25.0,F,1.0,2,578.4,653.2,648.9,606.1,1.0,580.0
1,,PE,30.0,F,1.0,0,457.1,549.2,533.2,477.3,1.0,560.0
1,1.0,PR,25.0,F,0.0,3,531.5,509.4,518.2,567.8,1.0,520.0
1,3.0,PI,19.0,F,0.0,3,382.9,483.7,431.2,429.4,1.0,320.0
2,1.0,SC,18.0,F,0.0,1,510.0,569.2,494.5,622.8,1.0,520.0
4,1.0,SP,17.0,F,0.0,3,531.1,586.6,570.8,636.2,1.0,360.0
1,,PE,30.0,F,,3,386.7,448.1,432.8,572.2,1.0,540.0
1,1.0,PR,19.0,F,0.0,1,394.1,618.6,585.4,542.0,1.0,660.0
1,,BA,19.0,M,0.0,3,506.6,547.6,453.1,532.2,1.0,440.0
1,1.0,RN,19.0,F,0.0,1,508.8,493.2,515.3,566.2,1.0,500.0
1,1.0,MA,19.0,F,0.0,2,578.1,629.8,610.6,648.2,1.0,660.0
1,1.0,MA,22.0,M,0.0,3,474.5,587.9,529.1,468.4,1.0,800.0
1,1.0,PE,22.0,M,0.0,3,538.6,676.2,660.5,566.6,1.0,600.0
1,1.0,MS,23.0,F,0.0,1,393.2,429.2,507.2,470.4,1.0,540.0
2,1.0,RS,19.0,F,0.0,1,488.8,548.0,412.6,403.2,1.0,320.0
1,1.0,RJ,23.0,F,0.0,3,624.2,656.7,649.0,753.4,1.0,840.0
1,1.0,PR,48.0,F,2.0,1,501.8,571.8,464.4,407.1,1.0,260.0
1,,MG,19.0,F,0.0,1,446.9,460.5,530.3,382.0,1.0,480.0
1,1.0,MG,31.0,F,2.0,2,557.7,616.5,515.9,453.1,1.0,380.0
1,1.0,PB,24.0,F,0.0,1,403.6,407.8,408.8,378.0,1.0,340.0
1,1.0,PE,19.0,F,0.0,2,491.8,615.9,615.7,564.5,1.0,660.0
1,3.0,SP,34.0,F,,2,489.2,504.6,450.1,494.4,1.0,520.0
1,1.0,RS,20.0,M,0.0,1,518.8,629.8,617.2,558.6,1.0,540.0
1,1.0,RS,18.0,F,0.0,1,584.9,547.4,549.2,447.9,1.0,500.0
1,1.0,CE,19.0,F,0.0,3,498.2,651.2,553.5,701.6,1.0,860.0
1,1.0,GO,21.0,M,0.0,2,525.0,657.9,501.6,550.9,1.0,940.0
1,1.0,SP,19.0,F,0.0,3,433.1,558.0,585.4,515.7,1.0,440.0
1,1.0,RJ,19.0,F,0.0,3,500.0,633.0,565.0,523.3,1.0,720.0
1,1.0,AL,17.0,F,0.0,3,382.3,541.1,516.4,565.1,1.0,480.0
2,1.0,SP,18.0,F,0.0,1,453.0,592.9,527.8,422.6,1.0,560.0
2,1.0,CE,18.0,M,0.0,3,400.0,590.0,547.6,434.9,1.0,560.0
1,1.0,CE,21.0,M,0.0,3,414.5,571.7,492.3,502.9,1.0,320.0
2,1.0,RS,18.0,F,0.0,1,451.0,401.6,441.9,425.3,1.0,540.0
2,3.0,SP,18.0,M,0.0,1,434.3,424.5,446.9,448.9,1.0,160.0
1,1.0,MG,18.0,F,,3,391.5,561.4,448.3,380.7,1.0,280.0
2,1.0,BA,19.0,M,0.0,3,466.9,580.4,565.1,575.0,1.0,640.0
1,1.0,PI,28.0,M,0.0,3,444.0,687.8,582.9,643.5,1.0,380.0
1,1.0,AL,27.0,F,0.0,1,520.3,470.1,493.9,534.6,1.0,520.0
1,1.0,SP,17.0,F,0.0,1,486.6,501.4,424.5,389.3,1.0,380.0
1,,PR,37.0,M,0.0,3,599.4,630.7,562.9,680.3,1.0,620.0
1,1.0,RN,18.0,F,0.0,4,484.7,649.9,475.8,444.2,1.0,600.0
1,1.0,SP,20.0,F,0.0,3,533.1,,,453.3,,
1,,RS,21.0,M,0.0,1,408.0,394.6,400.3,400.1,1.0,340.0
1,1.0,CE,24.0,F,0.0,1,579.2,636.0,604.4,592.8,1.0,560.0
2,3.0,SP,17.0,F,0.0,4,469.8,608.8,544.2,480.4,1.0,340.0
1,,RJ,20.0,F,0.0,3,581.9,629.5,576.5,544.7,1.0,600.0
1,1.0,SE,18.0,F,0.0,3,555.7,543.8,564.0,627.4,1.0,880.0
1,3.0,MG,48.0,M,1.0,2,497.6,448.7,488.1,397.9,1.0,520.0
1,1.0,SP,20.0,F,,3,521.6,582.4,570.4,550.1,1.0,640.0
2,1.0,MG,20.0,F,0.0,1,427.9,536.8,402.2,424.0,1.0,280.0
1,1.0,GO,18.0,M,0.0,3,537.7,638.5,547.7,573.2,1.0,800.0
1,1.0,MA,31.0,F,0.0,2,443.9,444.9,460.7,400.2,1.0,280.0
1,,BA,17.0,F,0.0,1,478.7,635.3,614.7,530.1,1.0,520.0
2,1.0,GO,20.0,M,0.0,3,529.8,498.4,484.4,520.5,1.0,320.0
1,,SP,16.0,M,0.0,3,562.0,624.0,618.2,476.8,1.0,700.0
1,1.0,CE,33.0,F,1.0,1,541.3,589.4,542.5,435.0,1.0,600.0
2,1.0,MA,17.0,F,0.0,3,472.0,554.4,526.6,414.1,1.0,340.0
1,,PI,20.0,F,0.0,2,379.6,599.7,508.8,521.5,1.0,320.0
1,3.0,MG,18.0,F,0.0,3,546.5,541.8,435.4,412.1,1.0,540.0
1,,BA,16.0,F,0.0,1,446.2,602.5,546.5,530.4,1.0,460.0
2,1.0,MT,17.0,M,0.0,1,626.4,639.8,590.2,764.7,1.0,760.0
1,1.0,TO,18.0,F,0.0,3,439.6,428.6,535.7,489.5,1.0,380.0
1,1.0,AM,21.0,F,0.0,3,509.6,632.9,563.9,572.8,1.0,360.0
1,1.0,MG,21.0,F,0.0,3,540.1,658.6,554.2,553.8,1.0,800.0
4,1.0,PR,17.0,M,0.0,1,497.5,629.3,599.1,540.6,1.0,520.0
1,1.0,PB,28.0,F,,3,580.2,663.1,592.6,579.0,1.0,660.0
1,1.0,BA,18.0,F,0.0,1,415.9,611.2,447.6,534.8,1.0,480.0
1,,MG,22.0,M,0.0,3,542.5,576.6,540.9,658.9,1.0,500.0
2,1.0,MA,16.0,F,0.0,3,569.1,663.0,576.1,587.3,1.0,320.0
1,,BA,21.0,F,0.0,3,448.2,447.9,489.7,498.5,1.0,480.0
1,1.0,PR,30.0,F,0.0,1,463.0,616.3,593.8,664.5,1.0,320.0
1,1.0,MG,19.0,F,0.0,1,426.4,417.7,518.6,402.4,1.0,580.0
1,1.0,PI,18.0,M,0.0,3,503.2,500.7,532.2,486.9,1.0,500.0
1,1.0,AM,29.0,M,0.0,3,471.4,408.2,488.8,653.5,1.0,560.0
2,1.0,PB,18.0,M,,3,469.6,541.4,464.6,419.2,1.0,360.0
1,1.0,AL,20.0,M,0.0,3,517.9,631.3,584.7,629.1,1.0,600.0
1,1.0,SP,20.0,F,0.0,2,453.8,468.1,541.1,499.9,1.0,560.0
1,1.0,BA,18.0,F,0.0,3,502.7,529.2,496.1,438.1,1.0,540.0
1,1.0,CE,18.0,F,0.0,3,512.8,615.7,563.8,569.5,1.0,340.0
2,1.0,PI,17.0,F,0.0,1,585.1,616.3,522.3,419.4,1.0,640.0
1,1.0,CE,19.0,M,0.0,1,408.7,427.4,505.1,425.0,1.0,520.0
1,1.0,PR,20.0,F,0.0,1,490.4,416.3,531.8,453.1,1.0,540.0
1,1.0,PA,17.0,F,0.0,3,501.4,598.1,564.7,538.7,1.0,660.0
1,1.0,SP,19.0,F,0.0,3,649.3,701.0,610.9,736.9,1.0,840.0
1,1.0,ES,22.0,F,0.0,2,444.9,646.0,582.1,607.5,1.0,380.0
1,3.0,CE,32.0,M,1.0,3,473.4,507.5,435.7,475.2,1.0,540.0
1,1.0,SP,19.0,F,0.0,3,544.8,598.2,593.0,599.9,1.0,600.0
1,1.0,SP,22.0,M,0.0,1,586.3,644.8,586.8,679.6,1.0,660.0
1,,RS,25.0,F,0.0,0,489.1,641.4,553.9,580.4,1.0,740.0
1,1.0,PR,19.0,F,0.0,1,467.8,472.6,454.3,526.9,1.0,360.0
2,1.0,SP,17.0,F,0.0,1,526.0,525.2,525.4,487.5,1.0,280.0
1,,SP,16.0,F,0.0,1,574.4,661.8,613.7,491.9,1.0,520.0
1,1.0,SP,18.0,M,0.0,3,444.5,623.3,569.2,516.9,1.0,840.0
2,1.0,MG,17.0,F,0.0,1,722.9,711.9,642.0,823.5,1.0,940.0
1,1.0,MA,35.0,F,1.0,2,475.0,623.7,584.5,538.8,1.0,420.0
1,1.0,RJ,26.0,F,0.0,1,546.8,638.6,592.1,655.9,1.0,520.0
1,1.0,MG,19.0,F,0.0,1,601.4,645.6,559.9,576.3,1.0,660.0
1,,PA,20.0,F,0.0,3,401.1,454.0,517.9,559.6,1.0,580.0
2,1.0,PE,17.0,F,0.0,4,441.1,601.8,535.2,477.5,1.0,420.0
1,,MA,16.0,F,0.0,3,386.7,544.0,435.2,424.9,1.0,400.0
1,,MA,15.0,M,0.0,1,443.2,449.9,475.6,563.9,9.0,0.0
1,1.0,ES,19.0,F,0.0,1,533.8,643.6,619.7,649.1,1.0,380.0
1,1.0,RN,18.0,F,0.0,1,404.1,646.0,536.3,624.8,1.0,960.0
1,1.0,SP,17.0,F,0.0,1,617.6,608.1,584.0,676.8,1.0,360.0
1,1.0,PR,19.0,F,0.0,1,535.8,667.6,617.9,620.8,1.0,620.0
1,1.0,SP,19.0,F,0.0,1,647.9,701.1,654.9,677.7,1.0,980.0
1,1.0,BA,18.0,F,1.0,5,528.6,553.0,433.7,419.3,1.0,340.0
2,1.0,SC,17.0,F,0.0,1,575.0,674.3,614.6,690.2,1.0,840.0
1,,RN,23.0,M,0.0,3,375.1,572.4,406.8,436.3,1.0,200.0
1,3.0,MS,45.0,M,1.0,3,553.6,640.8,573.1,598.2,1.0,280.0
1,1.0,SP,21.0,F,0.0,1,485.1,408.6,455.3,466.2,1.0,300.0
1,1.0,SP,17.0,F,0.0,2,410.3,588.6,558.9,385.5,1.0,400.0
2,1.0,MG,17.0,M,0.0,3,628.6,664.1,608.2,752.3,1.0,840.0
2,1.0,PE,17.0,F,0.0,0,582.2,632.9,618.9,651.2,1.0,800.0
1,,BA,21.0,F,0.0,4,433.5,524.3,423.2,420.5,1.0,280.0
1,1.0,SP,22.0,M,0.0,1,454.8,629.8,621.3,549.7,1.0,560.0
1,1.0,AL,18.0,M,0.0,3,490.1,623.8,527.5,530.5,1.0,740.0
1,1.0,SP,18.0,F,0.0,3,485.7,657.5,616.6,602.6,1.0,520.0
1,1.0,PE,30.0,F,0.0,3,513.8,588.5,569.6,470.6,1.0,640.0
1,,PA,29.0,F,1.0,3,393.6,599.0,535.8,600.7,1.0,540.0
1,1.0,RS,18.0,F,0.0,1,445.8,399.8,480.2,472.9,1.0,380.0
1,,GO,16.0,F,0.0,1,628.5,623.6,614.8,725.2,1.0,680.0
1,3.0,PE,51.0,F,0.0,3,380.3,620.5,404.1,522.7,1.0,360.0
1,1.0,PA,19.0,F,0.0,3,541.3,563.6,517.3,502.8,1.0,640.0
1,3.0,MG,36.0,F,0.0,2,449.8,618.6,470.2,463.6,1.0,560.0
1,1.0,AL,20.0,F,0.0,3,399.0,566.6,443.2,437.2,1.0,480.0
1,,MA,16.0,F,0.0,3,470.0,492.7,451.7,525.6,1.0,700.0
1,1.0,CE,20.0,F,0.0,3,580.9,624.8,525.4,549.7,1.0,800.0
1,1.0,BA,21.0,F,0.0,3,469.7,585.9,513.7,374.9,1.0,520.0
2,1.0,CE,29.0,F,0.0,3,510.7,430.0,421.3,438.8,1.0,240.0
4,1.0,RJ,17.0,F,0.0,1,638.1,726.2,694.3,868.4,1.0,880.0
